state,action,next-state,count
0,0,0,191
0,0,2,7
0,0,12,9
0,0,14,9
0,0,432,33
0,0,444,3
0,0,1080,5
0,1,0,260
0,1,2,9
0,1,12,28
0,1,14,2
0,1,72,31
0,1,74,1
0,1,84,2
0,1,180,23
0,1,182,2
0,1,192,4
0,2,0,203
0,2,6,22
0,2,12,58
0,2,18,1
0,2,72,10
0,2,84,8
0,2,432,13
0,2,444,7
0,2,446,1
0,3,0,62
0,3,2,9
0,3,5,103
0,3,12,2
0,3,72,3
0,3,432,7
0,3,434,1
2,0,0,6
2,0,2,46
2,0,14,9
2,0,434,7
2,0,1080,1
2,0,1082,3
2,0,1094,1
2,1,0,9
2,1,2,34
2,1,12,3
2,1,14,8
2,1,72,3
2,1,74,9
2,1,84,1
2,1,180,3
2,1,182,2
2,2,0,24
2,2,6,2
2,2,12,16
2,2,14,1
2,2,18,1
2,2,84,3
2,3,72,2
2,3,432,7
2,3,434,1
2,3,1295,15
5,0,5,159
5,0,17,35
5,0,1085,3
5,1,5,165
5,1,17,9
5,1,185,3
5,2,0,215
5,2,12,48
5,2,72,10
5,2,84,6
5,2,432,31
5,2,444,5
5,3,5,173
5,3,17,7
6,0,6,38
6,0,8,11
6,0,18,4
6,0,20,3
6,0,1086,1
6,1,6,25
6,2,1295,7
6,3,0,4
6,3,2,3
6,3,432,2
8,0,6,1
8,0,8,6
8,0,18,1
8,0,20,3
8,1,6,6
8,1,8,5
8,1,186,2
8,2,1295,3
8,3,432,2
8,3,1295,1
12,0,0,12
12,0,2,6
12,0,12,43
12,0,14,3
12,0,432,1
12,0,444,17
12,0,1080,1
12,0,1092,1
12,1,0,36
12,1,2,1
12,1,12,84
12,1,14,4
12,1,72,2
12,1,84,13
12,1,180,9
12,1,182,1
12,1,192,16
12,1,194,2
12,2,72,5
12,2,84,5
12,2,432,8
12,2,444,3
12,2,1295,40
12,3,0,20
12,3,2,20
12,3,5,25
12,3,72,1
12,3,432,3
14,0,0,2
14,0,2,8
14,0,12,4
14,0,14,24
14,0,446,1
14,0,1080,1
14,0,1082,1
14,0,1094,1
14,1,0,2
14,1,2,5
14,1,12,10
14,1,14,15
14,1,86,2
14,1,182,1
14,2,72,1
14,2,84,1
14,2,432,3
14,2,444,1
14,2,1295,7
14,3,72,3
14,3,74,2
14,3,432,6
14,3,1295,8
17,0,5,22
17,0,17,75
17,0,1085,2
17,0,1097,1
17,1,5,18
17,1,17,69
17,1,197,1
17,2,84,2
17,2,432,27
17,2,444,11
17,2,1295,51
17,3,5,8
17,3,17,80
18,0,6,1
18,0,18,2
18,0,1088,1
18,0,1098,1
18,1,6,1
18,1,18,1
18,1,198,1
18,2,330,1
18,2,342,1
18,2,690,1
18,2,762,2
18,3,72,1
18,3,432,1
20,0,8,1
20,0,20,5
20,0,1088,1
20,1,8,2
20,1,20,5
20,2,330,2
20,2,690,2
20,2,762,1
20,3,1295,2
72,0,0,17
72,0,2,1
72,0,72,5
72,0,74,4
72,0,86,1
72,0,1152,1
72,1,72,3
72,1,1295,10
72,2,0,4
72,2,2,7
72,2,12,4
72,2,14,4
72,2,72,1
72,2,84,1
72,2,434,3
72,2,1295,2
72,3,2,1
72,3,5,9
72,3,12,9
72,3,14,2
72,3,84,2
72,3,444,1
74,0,2,3
74,0,14,1
74,0,72,1
74,0,74,3
74,0,86,1
74,1,74,3
74,1,182,1
74,1,1295,6
74,2,2,6
74,2,14,2
74,2,18,1
74,2,74,1
74,3,444,1
74,3,1295,3
84,0,0,2
84,0,12,8
84,0,14,2
84,0,72,2
84,0,84,3
84,1,84,4
84,1,192,1
84,1,1295,8
84,2,72,1
84,2,84,1
84,2,1295,7
84,3,0,1
84,3,5,3
84,3,12,9
84,3,14,1
84,3,444,1
86,0,2,1
86,0,12,1
86,0,86,1
86,1,1295,2
86,2,434,1
86,2,1295,1
86,3,444,1
86,3,1295,1
180,0,0,8
180,0,12,2
180,0,432,3
180,1,180,36
180,1,182,3
180,1,612,4
180,1,1295,2
180,2,180,37
180,2,182,2
180,2,186,1
180,2,192,19
180,2,194,3
180,2,612,2
180,2,624,1
180,2,626,1
180,3,180,19
180,3,182,4
180,3,185,29
180,3,192,3
180,3,194,1
180,3,612,3
180,3,624,2
182,0,0,2
182,0,2,2
182,0,14,2
182,0,1295,1
182,1,180,2
182,1,182,24
182,1,194,1
182,1,626,1
182,2,180,3
182,2,182,3
182,2,186,5
182,2,192,10
182,2,194,1
182,2,198,1
182,3,624,1
182,3,1295,5
185,0,5,6
185,0,17,2
185,1,185,36
185,1,197,3
185,2,180,27
185,2,192,9
185,2,612,3
185,3,185,32
186,0,6,1
186,0,8,1
186,1,186,1
186,1,198,1
186,2,1295,1
186,3,182,3
186,3,614,1
192,0,0,1
192,0,12,8
192,0,84,1
192,1,180,3
192,1,192,28
192,1,624,1
192,1,1295,1
192,2,180,2
192,2,1295,6
192,3,180,12
192,3,182,12
192,3,185,16
192,3,192,2
192,3,194,3
192,3,614,1
194,0,12,1
194,0,14,1
194,0,446,1
194,1,192,1
194,1,194,9
194,1,626,1
194,2,192,1
194,2,624,1
194,2,1295,2
194,3,180,2
194,3,1295,1
197,0,17,3
197,1,185,1
197,1,197,6
197,2,612,3
197,2,624,1
197,2,1295,1
197,3,197,10
198,0,18,1
198,1,198,2
198,1,200,1
198,2,846,1
198,3,180,1
200,0,20,1
200,3,612,1
330,0,1295,1
330,1,402,1
330,1,690,1
330,2,1295,1
330,3,18,1
330,3,20,1
342,1,762,1
342,2,691,1
402,1,402,1
402,3,200,1
432,0,432,15
432,0,444,1
432,0,1295,15
432,1,0,19
432,1,2,1
432,1,12,2
432,1,180,1
432,1,432,25
432,1,444,6
432,2,0,5
432,2,2,41
432,2,8,3
432,2,12,6
432,2,14,15
432,2,20,1
432,2,74,6
432,2,86,3
432,2,434,3
432,2,444,1
432,2,1295,5
432,3,0,1
432,3,5,6
432,3,12,2
432,3,14,2
432,3,17,21
432,3,432,2
432,3,1295,2
434,0,434,4
434,0,446,1
434,0,1295,2
434,1,2,4
434,1,434,1
434,1,446,1
434,2,8,1
434,2,12,1
434,2,1295,2
434,3,1295,4
444,0,444,5
444,0,446,1
444,0,1295,12
444,1,0,4
444,1,12,8
444,1,180,1
444,1,432,3
444,1,444,7
444,1,624,1
444,2,74,2
444,2,86,1
444,2,1295,17
444,3,5,2
444,3,12,4
444,3,17,9
444,3,84,1
444,3,432,1
446,0,1295,1
446,1,14,1
446,1,446,1
446,1,624,1
446,2,74,2
446,3,1295,2
612,0,432,1
612,0,1295,1
612,1,612,5
612,1,1295,1
612,2,180,2
612,2,182,5
612,2,194,1
612,3,180,2
612,3,185,1
612,3,197,3
614,1,614,1
614,2,192,1
614,3,192,1
624,0,444,1
624,0,1295,1
624,1,612,1
624,1,624,3
624,2,1295,2
624,3,192,1
624,3,197,2
624,3,1295,1
626,0,446,1
626,2,182,1
626,3,1295,1
690,0,330,1
690,0,774,1
690,1,1295,1
690,2,1295,1
690,3,20,1
691,1,1295,1
762,0,330,2
762,1,690,1
762,2,1295,1
774,0,342,1
834,3,198,1
