state,action,next-state,count
0,0,0,195
0,0,2,19
0,0,12,18
0,0,14,8
0,0,432,48
0,0,434,2
0,0,444,4
0,0,1080,5
0,0,1295,2
0,1,0,178
0,1,2,6
0,1,12,20
0,1,14,2
0,1,72,12
0,1,84,1
0,1,180,16
0,1,192,2
0,1,432,2
0,2,0,172
0,2,2,2
0,2,6,12
0,2,12,45
0,2,18,1
0,2,72,16
0,2,84,3
0,2,432,8
0,2,444,2
0,3,0,57
0,3,2,14
0,3,5,101
0,3,12,1
0,3,17,1
0,3,72,5
0,3,74,2
0,3,432,7
2,0,0,12
2,0,2,39
2,0,14,7
2,0,432,1
2,0,434,2
2,0,1082,4
2,1,0,17
2,1,2,40
2,1,14,4
2,1,72,2
2,1,74,10
2,1,180,1
2,1,182,8
2,1,192,1
2,1,194,2
2,2,0,26
2,2,6,5
2,2,12,12
2,2,72,1
2,2,84,1
2,2,432,2
2,2,444,1
2,3,72,1
2,3,74,1
2,3,432,16
2,3,1295,16
5,0,5,155
5,0,17,51
5,0,1085,10
5,0,1097,1
5,1,5,165
5,1,17,10
5,1,185,6
5,2,0,209
5,2,12,30
5,2,72,9
5,2,84,4
5,2,432,32
5,2,444,11
5,3,5,165
5,3,17,8
6,0,6,14
6,0,8,2
6,0,18,5
6,0,20,2
6,1,6,9
6,1,186,2
6,2,1295,3
6,3,0,4
6,3,2,4
6,3,434,1
8,0,6,1
8,0,8,2
8,0,20,2
8,1,8,3
8,1,20,1
8,2,1295,2
8,3,1295,1
12,0,0,7
12,0,2,5
12,0,12,39
12,0,14,7
12,0,432,3
12,0,434,1
12,0,444,21
12,0,1092,2
12,1,0,20
12,1,2,1
12,1,12,57
12,1,14,3
12,1,72,2
12,1,84,18
12,1,180,5
12,1,182,1
12,1,192,5
12,2,72,5
12,2,84,3
12,2,432,8
12,2,444,1
12,2,1295,29
12,3,0,18
12,3,2,7
12,3,5,18
12,3,72,1
12,3,74,3
12,3,432,8
14,0,2,12
14,0,12,1
14,0,14,24
14,0,434,1
14,0,446,2
14,0,1094,2
14,1,0,2
14,1,2,3
14,1,12,9
14,1,14,22
14,1,72,1
14,1,84,2
14,1,86,2
14,1,192,2
14,1,194,2
14,2,72,1
14,2,432,3
14,2,1295,7
14,3,72,2
14,3,432,3
14,3,1295,11
17,0,5,17
17,0,17,76
17,0,1085,1
17,1,5,37
17,1,17,105
17,1,185,3
17,1,197,7
17,2,72,2
17,2,84,1
17,2,432,29
17,2,444,22
17,2,1295,63
17,3,5,9
17,3,17,102
18,0,18,1
18,0,20,1
18,1,6,2
18,1,18,2
18,2,342,1
18,2,702,4
18,2,774,1
18,3,0,1
18,3,72,1
18,3,434,1
20,0,8,2
20,0,18,1
20,0,20,3
20,1,18,1
20,1,20,4
20,2,330,1
20,2,342,1
20,2,690,3
20,2,702,1
20,3,432,1
72,0,0,10
72,0,2,1
72,0,12,2
72,0,72,6
72,0,74,3
72,0,84,3
72,1,72,8
72,1,1295,7
72,2,0,5
72,2,2,9
72,2,14,3
72,2,434,1
72,2,446,1
72,2,1295,2
72,3,2,1
72,3,5,6
72,3,12,10
72,3,14,1
72,3,444,2
74,0,0,1
74,0,2,4
74,0,12,1
74,0,14,1
74,0,72,1
74,0,74,9
74,1,74,1
74,1,84,1
74,1,1295,6
74,2,2,6
74,2,14,7
74,2,434,1
74,3,444,3
74,3,1295,4
84,0,0,1
84,0,12,7
84,0,14,1
84,0,72,1
84,0,74,1
84,0,84,2
84,1,84,4
84,1,1295,7
84,2,434,5
84,2,446,2
84,2,1295,7
84,3,5,2
84,3,12,5
84,3,14,1
84,3,444,2
84,3,1295,1
86,0,14,1
86,0,74,1
86,0,86,2
86,1,84,1
86,1,1295,1
86,2,434,3
86,2,1295,2
86,3,444,2
180,0,0,5
180,0,2,1
180,0,12,2
180,0,72,1
180,1,180,15
180,1,192,2
180,1,1295,1
180,2,180,17
180,2,182,1
180,2,186,2
180,2,192,8
180,2,194,2
180,2,198,1
180,2,612,2
180,2,614,1
180,2,624,3
180,3,180,11
180,3,182,2
180,3,185,17
180,3,192,1
182,0,2,5
182,1,180,1
182,1,182,13
182,1,194,1
182,2,180,3
182,2,186,2
182,2,192,7
182,2,194,3
182,2,198,1
182,2,612,1
182,3,1295,3
185,0,5,6
185,0,17,2
185,1,185,22
185,2,180,14
185,2,192,6
185,2,612,4
185,2,624,3
185,3,185,22
185,3,197,1
186,0,6,3
186,1,186,3
186,2,1295,1
186,3,180,1
186,3,182,1
192,0,12,4
192,0,14,1
192,0,84,1
192,0,444,1
192,1,180,1
192,1,192,20
192,1,194,4
192,2,180,2
192,2,192,1
192,2,1295,3
192,3,180,5
192,3,182,6
192,3,185,9
192,3,192,3
192,3,194,1
192,3,612,2
194,0,12,1
194,0,14,2
194,0,86,1
194,0,446,1
194,1,182,2
194,1,192,1
194,1,194,8
194,2,192,1
194,2,1295,2
194,3,182,1
194,3,612,1
194,3,614,1
194,3,1295,3
197,0,17,5
197,1,185,1
197,1,197,6
197,2,612,2
197,2,1295,2
197,3,197,9
198,1,198,1
198,2,834,1
198,3,182,1
330,0,1295,1
330,1,834,1
342,0,1295,1
342,1,774,1
342,2,345,1
342,2,691,1
342,3,20,1
345,0,1295,1
345,3,342,1
345,3,702,1
432,0,432,17
432,0,1295,23
432,1,0,18
432,1,12,3
432,1,432,39
432,1,444,7
432,1,612,1
432,2,0,9
432,2,2,44
432,2,8,2
432,2,12,8
432,2,14,16
432,2,20,3
432,2,74,5
432,2,86,2
432,2,432,1
432,2,434,4
432,2,1295,4
432,3,5,7
432,3,12,7
432,3,14,1
432,3,17,29
432,3,84,2
432,3,86,1
432,3,1295,6
434,0,432,1
434,0,434,1
434,0,1295,2
434,1,0,1
434,1,2,3
434,1,432,1
434,1,434,3
434,1,446,1
434,2,0,2
434,2,2,3
434,2,8,1
434,2,12,1
434,2,18,1
434,2,20,1
434,2,74,1
434,3,86,1
434,3,432,2
434,3,1295,3
444,0,444,11
444,0,1295,9
444,1,0,6
444,1,12,5
444,1,180,1
444,1,194,1
444,1,432,12
444,1,434,1
444,1,444,13
444,2,72,1
444,2,74,8
444,2,84,1
444,2,86,4
444,2,434,2
444,2,446,1
444,2,1295,21
444,3,0,2
444,3,2,1
444,3,5,1
444,3,17,12
444,3,1295,1
446,0,1295,1
446,1,14,1
446,1,444,1
446,1,446,1
446,1,626,2
446,2,74,1
446,3,84,1
446,3,1295,1
612,0,432,1
612,0,1295,2
612,1,612,3
612,1,1295,1
612,2,180,1
612,2,182,4
612,2,192,1
612,2,194,1
612,3,192,1
612,3,197,1
612,3,1295,1
614,2,192,1
614,3,192,1
624,0,444,1
