state,action,next-state,count
0,0,0,245
0,0,2,22
0,0,12,12
0,0,14,6
0,0,432,59
0,0,444,2
0,0,1080,30
0,0,1082,1
0,0,1092,1
0,0,1295,1
0,1,0,174
0,1,2,7
0,1,12,23
0,1,72,14
0,1,74,1
0,1,84,1
0,1,86,1
0,1,180,6
0,2,0,210
0,2,2,1
0,2,6,12
0,2,12,47
0,2,14,1
0,2,18,3
0,2,72,6
0,2,84,4
0,2,432,10
0,2,444,6
0,3,0,74
0,3,2,10
0,3,5,113
0,3,12,2
0,3,72,3
0,3,74,1
0,3,432,7
0,3,434,1
0,3,444,1
2,0,0,9
2,0,2,43
2,0,12,1
2,0,14,3
2,0,434,2
2,0,446,1
2,0,1080,4
2,0,1082,3
2,1,0,13
2,1,2,44
2,1,12,5
2,1,14,2
2,1,72,8
2,1,74,8
2,1,180,1
2,1,182,2
2,1,192,1
2,2,0,20
2,2,6,1
2,2,12,8
2,2,444,1
2,3,72,2
2,3,74,1
2,3,432,17
2,3,1295,20
5,0,5,196
5,0,17,54
5,0,1085,11
5,1,5,175
5,1,17,13
5,1,185,8
5,2,0,222
5,2,12,46
5,2,72,18
5,2,84,5
5,2,432,34
5,2,444,13
5,3,5,190
5,3,17,10
6,0,6,16
6,0,8,3
6,0,18,4
6,0,1086,6
6,0,1088,1
6,0,1098,5
6,1,6,16
6,1,18,1
6,1,198,1
6,2,1295,4
6,3,0,2
6,3,2,1
6,3,432,2
6,3,434,1
8,0,8,5
8,0,20,5
8,0,1088,1
8,1,6,3
8,1,8,2
8,2,1295,2
8,3,432,1
8,3,1295,1
12,0,0,16
12,0,2,8
12,0,12,55
12,0,14,7
12,0,432,2
12,0,444,21
12,0,1080,4
12,0,1092,9
12,1,0,18
12,1,2,1
12,1,12,48
12,1,14,1
12,1,72,2
12,1,84,3
12,2,72,7
12,2,84,1
12,2,432,1
12,2,444,1
12,2,1295,23
12,3,0,26
12,3,2,6
12,3,5,27
12,3,72,1
12,3,432,4
14,0,2,6
14,0,12,2
14,0,14,13
14,0,446,2
14,0,1094,6
14,1,2,1
14,1,12,8
14,1,14,8
14,1,86,2
14,2,84,1
14,2,432,5
14,2,444,1
14,2,1295,5
14,3,74,1
14,3,432,5
14,3,434,1
14,3,1295,5
17,0,5,41
17,0,17,109
17,0,1085,12
17,0,1097,6
17,1,5,32
17,1,17,65
17,1,185,1
17,1,197,1
17,2,72,1
17,2,84,1
17,2,432,33
17,2,444,17
17,2,1295,44
17,3,5,7
17,3,17,107
18,0,6,1
18,0,8,1
18,0,18,2
18,0,20,1
18,0,1086,2
18,1,6,1
18,1,18,10
18,1,20,1
18,1,198,1
18,2,330,4
18,2,342,1
18,2,690,3
18,2,702,5
18,2,774,3
18,2,1295,1
18,3,2,2
18,3,72,1
20,0,8,1
20,0,18,2
20,1,8,1
20,1,20,2
20,1,200,1
20,2,330,1
20,2,690,3
20,3,1295,2
72,0,0,13
72,0,2,2
72,0,72,6
72,0,74,4
72,0,84,2
72,0,1080,1
72,0,1152,2
72,1,72,2
72,1,84,1
72,1,1295,8
72,2,0,5
72,2,2,7
72,2,6,2
72,2,12,1
72,2,14,2
72,2,74,1
72,2,434,2
72,2,446,1
72,3,5,8
72,3,12,4
72,3,444,1
72,3,1295,2
74,0,0,1
74,0,2,6
74,0,72,1
74,0,74,3
74,1,74,3
74,1,180,1
74,1,1295,5
74,2,2,4
74,2,14,3
74,2,446,1
74,3,444,3
74,3,1295,4
84,0,12,4
84,0,74,2
84,0,84,1
84,0,86,2
84,1,84,2
84,1,1295,6
84,2,74,1
84,2,84,1
84,2,434,2
84,2,1295,5
84,3,5,3
84,3,12,4
86,0,2,1
86,0,86,1
86,1,84,2
86,2,1295,2
86,3,1295,3
180,0,0,3
180,0,74,1
180,1,180,6
180,1,192,1
180,2,180,6
180,2,182,1
180,2,192,4
180,2,612,1
180,2,614,1
180,2,624,1
180,3,180,2
180,3,185,1
180,3,192,1
180,3,612,1
180,3,624,1
182,0,434,1
182,1,182,3
182,2,180,1
182,2,192,2
182,2,624,1
182,3,1295,1
185,0,5,2
185,0,17,1
185,1,185,6
185,2,180,5
185,2,192,3
185,2,624,2
185,3,185,9
185,3,197,1
186,0,20,1
188,1,188,2
188,2,1295,1
192,0,0,1
192,0,12,1
192,0,444,1
192,1,180,2
192,1,192,4
192,2,1295,2
192,3,180,1
192,3,182,2
192,3,185,3
197,0,17,1
197,1,197,2
197,2,612,1
197,2,624,1
197,2,1295,1
197,3,197,4
198,0,18,1
198,1,198,2
198,2,402,1
198,3,182,1
200,0,20,1
330,0,1295,1
330,1,342,1
330,1,762,2
330,2,1295,1
330,3,18,3
331,2,1295,1
333,0,1207,1
342,0,330,1
342,3,18,2
343,2,1137,1
345,0,1207,1
402,0,1295,1
432,0,432,16
432,0,444,1
432,0,1295,26
432,1,0,14
432,1,12,2
432,1,432,23
432,1,444,4
432,2,0,8
432,2,2,41
432,2,6,1
432,2,8,6
432,2,12,2
432,2,14,18
432,2,20,1
432,2,72,1
432,2,74,5
432,2,86,2
432,2,434,7
432,2,446,4
432,2,1295,7
432,3,2,1
432,3,5,4
432,3,12,4
432,3,14,1
432,3,17,33
432,3,84,1
432,3,446,1
434,0,434,3
434,0,1295,4
434,1,0,2
434,1,2,2
434,1,14,1
434,1,434,1
434,1,614,2
434,2,0,2
434,2,12,1
434,2,84,1
434,2,1295,1
434,3,84,3
434,3,86,1
434,3,432,1
434,3,1295,2
444,0,444,11
444,0,1295,14
444,1,0,9
444,1,12,3
444,1,14,1
444,1,432,3
444,1,444,13
444,2,74,3
444,2,434,2
444,2,446,1
444,2,1295,18
444,3,2,1
444,3,5,1
444,3,17,21
444,3,84,1
446,0,434,2
446,0,444,1
446,0,446,1
446,1,12,1
446,1,14,1
446,1,434,1
446,2,84,1
446,2,1295,2
446,3,1295,2
612,0,432,1
612,1,612,1
612,2,614,1
612,3,197,1
614,0,434,1
614,1,614,1
614,1,1295,1
614,2,186,1
614,2,188,1
614,3,1295,1
624,0,1295,1
624,1,192,1
624,1,624,4
624,1,626,1
624,2,1295,1
624,3,185,1
624,3,197,1
626,3,614,1
690,0,762,3
690,0,1194,2
690,1,1295,1
690,2,1295,1
690,3,18,2
690,3,20,1
693,3,690,1
702,0,342,1
702,0,1194,1
702,1,702,1
702,1,1295,1
702,2,693,1
702,2,765,1
702,3,18,2
762,0,330,2
762,1,690,1
762,2,1295,1
762,3,18,1
765,2,1295,1
774,0,1206,1
774,1,834,1
774,2,333,1
774,2,777,1
774,3,18,1
777,0,331,1
834,3,198,1
1080,0,1080,40
1080,0,1082,1
1080,0,1092,1
1080,0,1295,1
1080,1,0,13
1080,1,2,2
1080,2,1080,74
1080,2,1082,3
1080,2,1086,8
1080,2,1088,1
1080,2,1092,5
1080,2,1098,11
1080,2,1152,6
1080,2,1164,1
1080,2,1295,5
1080,3,1080,25
1080,3,1082,4
1080,3,1085,14
1080,3,1097,1
1080,3,1152,2
1080,3,1295,2
1082,0,1080,1
1082,0,1082,10
1082,0,1094,1
1082,1,2,1
1082,1,14,2
1082,1,432,1
1082,2,1080,3
1082,2,1086,1
1082,2,1098,3
1082,2,1152,1
1082,2,1295,2
1082,3,1295,4
1085,0,1085,30
1085,0,1097,1
1085,1,5,7
1085,1,17,1
1085,2,1080,21
1085,2,1092,17
1085,2,1152,1
1085,2,1164,1
1085,2,1295,2
1085,3,1085,35
1085,3,1097,2
1086,0,1086,11
1086,0,1098,1
1086,1,6,7
1086,1,18,2
1086,2,1295,3
1086,3,1080,4
1086,3,1082,1
1088,0,1088,3
1088,0,1100,1
1088,1,8,1
1088,2,1295,1
1088,3,1295,1
1092,0,1080,3
1092,0,1092,16
1092,0,1094,1
1092,0,1295,1
1092,1,0,4
1092,1,12,3
1092,2,1152,1
1092,2,1295,7
1092,3,1080,5
1092,3,1082,2
1092,3,1085,10
1092,3,1152,2
1092,3,1295,1
1094,0,1092,3
1094,0,1094,3
1094,1,14,2
1094,2,1152,1
1094,2,1295,1
1094,3,1154,1
1094,3,1295,1
1097,0,1085,1
1097,0,1097,10
1097,1,17,3
1097,2,1295,3
1097,3,1085,3
1097,3,1097,8
1098,0,1086,1
1098,0,1098,7
1098,1,6,3
1098,1,18,4
1098,2,774,1
1098,2,1122,5
1098,2,1194,6
1098,2,1206,2
1098,3,1080,3
1098,3,1082,1
1100,0,1088,1
1100,3,1295,1
1122,0,1122,1
1122,0,1194,2
1122,1,1295,1
1122,2,1295,1
1122,3,1098,1
1137,1,1295,1
1152,0,1152,2
1152,0,1154,1
1152,0,1295,1
1152,1,72,2
1152,1,1295,1
1152,2,1080,2
1152,2,1082,3
1152,2,1092,1
1152,2,1094,1
1152,3,1085,1
1152,3,1092,3
1154,0,1154,1
1154,2,1082,1
1154,2,1295,1
1164,0,1164,2
1164,1,84,1
1164,3,1085,1
1194,0,1194,6
1194,1,690,2
1194,1,702,2
1194,1,774,1
1194,2,1295,2
1194,3,1098,4
1206,2,1207,1
1206,3,1098,1
1206,3,1100,1
1207,1,343,1
1207,1,345,1
1207,3,1295,1
1295,0,5,31
1295,0,17,21
1295,1,5,29
1295,1,17,21
1295,2,0,14
1295,2,12,5
1295,2,72,2
1295,2,432,9
1295,2,444,4
1295,2,1295,18
1295,3,5,29
1295,3,17,17
