state,action,next-state,count
0,0,0,189
0,0,2,8
0,0,12,13
0,0,14,2
0,0,432,31
0,0,444,3
0,0,1080,14
0,0,1092,1
0,0,1295,3
0,1,0,176
0,1,2,4
0,1,12,26
0,1,14,1
0,1,72,19
0,1,180,23
0,1,192,4
0,1,194,1
0,2,0,201
0,2,2,1
0,2,6,19
0,2,12,75
0,2,18,4
0,2,72,17
0,2,74,1
0,2,84,8
0,2,432,14
0,2,444,6
0,3,0,67
0,3,2,16
0,3,5,118
0,3,72,7
0,3,74,1
0,3,432,4
0,3,434,1
2,0,0,10
2,0,2,29
2,0,12,1
2,0,14,3
2,0,432,1
2,0,434,2
2,0,1080,2
2,0,1082,1
2,1,0,10
2,1,2,24
2,1,12,1
2,1,14,1
2,1,72,2
2,1,74,2
2,1,182,2
2,2,0,25
2,2,2,1
2,2,6,4
2,2,12,10
2,2,14,1
2,2,72,4
2,2,84,1
2,2,432,1
2,3,72,2
2,3,74,2
2,3,432,14
2,3,434,1
2,3,1295,14
5,0,5,176
5,0,17,46
5,0,1085,1
5,1,5,199
5,1,17,6
5,1,185,5
5,2,0,224
5,2,12,62
5,2,72,12
5,2,84,7
5,2,432,30
5,2,444,7
5,3,5,182
5,3,17,11
6,0,6,29
6,0,8,3
6,0,18,8
6,0,20,7
6,0,1086,3
6,0,1088,1
6,0,1098,1
6,1,6,21
6,1,18,1
6,2,1295,4
6,3,0,6
6,3,2,2
8,0,8,4
8,0,1086,1
8,0,1100,1
8,1,6,1
8,1,8,5
8,2,1295,2
8,3,1295,1
12,0,0,14
12,0,2,3
12,0,12,62
12,0,14,4
12,0,432,1
12,0,444,12
12,0,446,1
12,0,1092,3
12,1,0,27
12,1,2,1
12,1,12,62
12,1,14,4
12,1,72,6
12,1,84,12
12,1,180,4
12,1,192,16
12,1,194,1
12,2,72,11
12,2,84,5
12,2,432,4
12,2,444,2
12,2,1295,30
12,3,0,36
12,3,2,13
12,3,5,42
12,3,12,1
12,3,72,2
12,3,74,2
12,3,84,1
12,3,432,7
14,0,0,3
14,0,2,3
14,0,12,2
14,0,14,4
14,0,434,1
14,0,1082,1
14,1,0,2
14,1,2,2
14,1,12,3
14,1,14,8
14,1,72,2
14,1,86,3
14,1,192,2
14,2,1295,9
14,3,72,1
14,3,74,1
14,3,86,1
14,3,432,9
14,3,1295,5
17,0,5,24
17,0,17,78
17,0,1097,2
17,1,5,30
17,1,17,104
17,1,185,4
17,1,197,5
17,2,72,2
17,2,84,1
