state,action,next-state,count
0,0,0,145
0,0,2,15
0,0,12,8
0,0,14,4
0,0,432,38
0,0,444,2
0,0,1080,5
0,0,1092,1
0,1,0,188
0,1,2,3
0,1,12,24
0,1,14,2
0,1,72,24
0,1,74,1
0,1,84,1
0,1,180,20
0,1,182,1
0,1,192,8
0,1,194,1
0,2,0,253
0,2,2,1
0,2,6,27
0,2,12,52
0,2,14,1
0,2,18,7
0,2,72,16
0,2,84,4
0,2,432,13
0,2,444,3
0,3,0,68
0,3,2,11
0,3,5,108
0,3,12,1
0,3,72,5
0,3,432,8
2,0,0,7
2,0,2,37
2,0,12,1
2,0,14,7
2,0,432,2
2,0,434,4
2,0,1082,3
2,1,0,10
2,1,2,33
2,1,12,2
2,1,14,2
2,1,72,3
2,1,74,7
2,1,180,2
2,1,182,4
2,1,192,1
2,1,194,2
2,2,0,15
2,2,6,2
2,2,12,13
2,2,14,1
2,2,432,3
2,3,72,3
2,3,74,1
2,3,432,15
2,3,1295,12
5,0,5,184
5,0,17,36
5,0,1085,2
5,0,1097,3
5,1,5,200
5,1,17,12
5,1,185,11
5,2,0,229
5,2,12,33
5,2,72,6
5,2,84,3
5,2,432,28
5,2,444,2
5,3,5,181
5,3,17,8
6,0,6,40
6,0,8,11
6,0,18,12
6,0,20,5
6,0,1086,4
6,1,6,24
6,1,186,2
6,2,1295,5
6,3,0,7
6,3,2,1
6,3,432,2
8,0,6,1
8,0,8,10
8,0,18,2
8,0,20,9
8,0,1088,2
8,1,6,5
8,1,8,5
8,1,20,2
8,1,186,1
8,2,1295,4
8,3,432,3
8,3,1295,1
12,0,0,10
12,0,2,4
12,0,12,40
12,0,14,1
12,0,432,2
12,0,444,10
12,0,1092,2
12,1,0,21
12,1,2,2
12,1,12,56
12,1,14,6
12,1,72,2
12,1,84,13
12,1,180,3
12,1,192,9
12,1,444,1
12,2,72,7
12,2,84,2
12,2,432,7
12,2,1295,29
12,3,0,26
12,3,2,7
12,3,5,25
12,3,74,2
12,3,432,3
14,0,2,5
14,0,12,6
14,0,14,13
14,1,2,7
14,1,12,4
14,1,14,8
14,1,74,1
14,1,84,1
14,1,86,5
14,1,192,3
14,1,194,3
14,2,84,1
14,2,432,1
14,2,444,2
14,2,1295,8
14,3,72,1
14,3,432,7
14,3,1295,6
17,0,5,27
17,0,17,77
17,0,1085,1
17,0,1097,4
17,1,5,16
17,1,17,81
17,1,185,4
17,1,197,1
17,2,432,40
17,2,444,17
17,2,1295,47
17,3,5,4
17,3,17,71
18,0,6,2
18,0,8,1
18,0,18,2
18,0,20,3
18,1,6,3
18,1,18,4
18,1,20,2
18,1,198,1
18,2,330,3
18,2,342,4
18,2,690,7
18,2,702,11
18,2,762,5
18,2,774,1
18,3,0,1
18,3,72,1
18,3,432,1
20,0,6,1
20,0,8,4
20,0,18,3
20,0,20,5
20,0,1088,1
20,0,1100,1
20,1,6,1
20,1,8,4
20,1,18,1
20,1,20,6
20,1,200,1
20,2,330,4
20,2,690,8
20,2,702,2
20,2,762,4
20,3,1295,2
72,0,0,10
72,0,2,1
72,0,12,1
72,0,14,2
72,0,72,8
72,0,74,2
72,0,84,2
72,1,72,4
72,1,84,1
72,1,1295,11
72,2,0,9
72,2,2,12
72,2,6,1
72,2,14,3
72,2,72,1
72,2,74,1
72,2,432,1
72,2,434,4
72,2,446,1
72,2,1295,1
72,3,0,1
72,3,5,2
72,3,12,8
72,3,444,2
72,3,1295,2
74,0,2,4
74,0,74,5
74,0,84,1
74,0,86,2
74,1,74,1
74,1,1295,6
74,2,2,4
74,2,12,1
74,2,14,3
74,2,74,2
74,2,434,3
