state,action,next-state,count
0,0,0,278
0,0,2,15
0,0,12,15
0,0,14,2
0,0,432,68
0,0,444,2
0,0,1080,45
0,0,1082,1
0,0,1092,1
0,0,1295,2
0,1,0,138
0,1,2,3
0,1,12,16
0,1,72,8
0,1,74,1
0,1,180,2
0,1,182,1
0,1,192,1
0,2,0,175
0,2,2,2
0,2,6,12
0,2,12,33
0,2,18,1
0,2,72,12
0,2,84,2
0,2,432,16
0,2,444,4
0,3,0,75
0,3,2,11
0,3,5,81
0,3,72,1
0,3,74,2
0,3,432,8
2,0,0,9
2,0,2,46
2,0,12,3
2,0,14,4
2,0,432,2
2,0,434,5
2,0,1080,1
2,0,1082,11
2,1,0,14
2,1,2,34
2,1,12,2
2,1,14,3
2,1,72,2
2,1,74,8
2,1,84,1
2,1,182,1
2,2,0,24
2,2,6,2
2,2,12,15
2,2,14,1
2,2,72,2
2,2,84,1
2,2,432,3
2,3,72,3
2,3,74,1
2,3,432,12
2,3,1295,15
5,0,5,163
5,0,17,37
5,0,1085,4
5,1,5,179
5,1,17,11
5,1,185,8
5,2,0,193
5,2,12,46
5,2,72,10
5,2,84,7
5,2,432,20
5,2,444,5
5,3,5,173
5,3,17,3
6,0,6,20
6,0,8,5
6,0,18,1
6,0,20,2
6,0,1086,3
6,0,1098,1
6,1,6,19
6,2,1295,4
6,3,0,4
6,3,2,1
6,3,432,1
8,0,8,1
8,0,20,3
8,0,1088,1
8,1,6,2
8,1,8,1
8,1,20,1
8,2,1295,2
8,3,432,1
12,0,0,8
12,0,2,4
12,0,12,42
12,0,14,4
12,0,432,3
12,0,444,14
12,0,1092,1
12,1,0,21
12,1,2,1
12,1,12,65
12,1,14,4
12,1,72,5
12,1,84,10
12,1,180,2
12,1,192,6
12,1,194,1
12,2,72,5
12,2,84,1
12,2,432,8
12,2,444,1
12,2,1295,33
12,3,0,13
12,3,2,8
12,3,5,22
12,3,74,1
12,3,432,3
14,0,0,3
14,0,2,8
14,0,12,2
14,0,14,18
14,0,1080,2
14,0,1082,1
14,0,1094,3
14,1,2,3
14,1,12,8
14,1,14,14
14,1,84,1
14,1,86,2
14,1,194,1
14,2,72,1
14,2,432,1
14,2,1295,9
14,3,74,1
14,3,432,1
14,3,1295,8
17,0,5,29
17,0,17,85
17,0,1097,7
17,1,5,16
17,1,17,75
17,1,197,2
17,2,72,1
17,2,432,28
17,2,444,12
17,2,1295,57
17,3,5,5
17,3,17,81
18,0,6,1
18,0,18,3
18,0,20,1
18,0,1086,2
18,0,1098,1
18,1,6,1
18,1,18,6
18,1,20,2
18,2,330,3
18,2,342,2
18,2,690,2
18,2,702,3
18,3,0,1
18,3,2,1
20,0,18,1
20,0,20,7
20,1,6,1
20,1,8,1
20,1,18,1
20,1,20,9
20,2,330,3
20,2,342,3
20,2,402,1
20,2,690,4
20,2,702,2
20,2,762,1
20,2,774,1
20,3,432,1
20,3,1295,2
72,0,0,7
72,0,2,1
72,0,12,2
72,0,72,4
72,0,74,8
72,0,84,1
72,0,86,1
72,0,1080,2
72,0,1152,1
72,1,72,9
72,1,180,1
72,1,1295,8
72,2,0,4
72,2,2,7
72,2,18,2
72,2,72,1
72,2,84,1
72,2,1295,2
72,3,0,1
72,3,5,6
72,3,12,2
72,3,14,1
72,3,72,1
72,3,444,2
72,3,1295,2
74,0,0,3
74,0,2,1
74,0,72,2
74,0,74,11
74,0,86,2
74,1,72,2
74,1,74,2
74,1,1295,5
74,2,2,6
74,2,14,5
74,2,434,2
74,3,74,1
74,3,444,4
74,3,1295,3
84,0,12,5
84,0,84,5
84,0,86,2
84,1,72,1
84,1,84,3
84,1,1295,5
84,2,432,1
84,2,1295,6
84,3,2,2
84,3,5,2
84,3,12,4
84,3,444,2
86,0,0,1
86,0,14,3
86,0,74,3
86,0,86,2
86,1,1295,2
86,2,74,1
86,2,432,1
86,2,434,1
86,2,1295,4
86,3,432,1
86,3,444,1
86,3,1295,2
180,0,0,3
180,0,2,1
180,1,180,5
180,1,182,1
180,2,180,3
180,2,182,1
180,2,192,3
180,2,612,2
180,3,180,1
180,3,182,1
180,3,185,2
182,0,0,1
182,0,2,1
182,1,182,2
182,2,182,1
182,2,186,1
182,2,198,1
182,3,612,1
185,0,5,4
185,0,17,1
185,1,185,4
185,2,180,5
185,2,192,1
185,2,624,1
185,3,185,4
186,0,20,1
192,0,12,3
192,0,86,1
192,1,180,1
192,1,192,3
192,2,1295,3
192,3,180,1
192,3,185,2
194,0,14,1
194,2,1295,1
194,3,614,1
197,0,17,3
197,1,197,3
197,2,612,1
197,2,1295,1
197,3,197,3
198,2,834,1
200,3,1295,1
330,0,1295,1
330,1,762,3
330,1,774,1
330,1,834,1
330,2,1295,1
330,3,18,1
330,3,20,3
333,1,705,1
333,3,702,1
342,0,1295,1
342,1,774,2
342,2,343,1
342,2,691,1
342,3,20,1
343,2,333,1
345,0,345,1
345,0,1295,1
345,1,777,1
345,3,342,1
402,0,1295,1
432,0,432,14
432,0,444,1
432,0,1080,1
432,0,1295,21
432,1,0,21
432,1,2,2
432,1,12,2
432,1,180,1
432,1,432,38
432,1,434,3
432,1,444,6
432,2,0,8
432,2,2,56
432,2,8,2
432,2,12,3
432,2,14,20
432,2,20,5
432,2,72,2
432,2,74,4
432,2,86,9
432,2,434,2
432,2,1295,3
432,3,2,1
432,3,5,2
432,3,12,2
432,3,14,2
432,3,17,20
432,3,86,1
432,3,432,1
432,3,434,1
432,3,1295,1
434,0,432,1
434,0,434,2
434,0,1295,2
434,1,2,2
434,2,2,3
434,2,12,1
434,2,14,1
434,2,434,1
434,2,1295,1
434,3,84,3
434,3,1295,1
444,0,444,8
444,0,1295,11
444,1,0,5
444,1,12,3
444,1,14,1
444,1,432,3
444,1,434,1
444,1,444,16
444,2,72,1
444,2,74,4
444,2,86,2
444,2,432,1
444,2,1295,13
444,3,0,2
444,3,12,1
444,3,17,15
444,3,1295,1
612,1,612,1
612,2,180,1
612,3,194,1
612,3,197,2
614,1,1295,1
624,1,624,1
624,3,197,1
690,0,762,3
690,0,1194,1
690,1,1295,1
690,2,1295,1
690,3,18,2
691,2,1295,1
702,0,774,1
702,1,1295,1
702,2,333,1
702,2,345,1
702,2,705,1
702,3,18,2
705,0,345,1
705,1,1295,1
705,3,330,1
762,0,330,2
762,1,690,2
762,1,702,1
762,1,834,1
762,2,1295,1
762,3,20,1
774,0,1206,1
774,1,834,1
774,2,705,1
774,3,20,2
777,0,345,1
834,0,330,1
834,0,762,1
834,1,834,2
834,2,1295,1
834,3,200,1
1080,0,1080,31
1080,0,1082,1
1080,0,1092,1
1080,0,1295,1
1080,1,0,9
1080,1,12,1
1080,1,72,2
1080,1,432,1
1080,2,1080,53
1080,2,1082,1
1080,2,1086,6
1080,2,1092,17
1080,2,1094,1
1080,2,1098,13
1080,2,1152,6
1080,2,1295,3
1080,3,1080,26
1080,3,1082,3
1080,3,1085,19
1080,3,1152,4
1080,3,1154,1
1080,3,1295,3
1082,0,1080,2
1082,0,1082,7
1082,0,1094,1
1082,0,1295,1
1082,1,2,4
1082,1,74,1
1082,2,1080,5
1082,2,1086,1
1082,2,1092,1
1082,2,1098,1
1082,2,1152,1
1082,2,1164,1
1082,2,1295,2
1082,3,1152,1
1082,3,1154,1
1082,3,1295,3
1085,0,1085,23
1085,0,1097,2
1085,1,5,3
1085,1,17,3
1085,2,1080,12
1085,2,1092,6
1085,2,1295,2
1085,3,1085,24
1085,3,1097,3
1086,0,1086,8
1086,1,6,2
1086,1,8,2
1086,1,18,3
1086,2,1295,3
1086,3,1080,5
1086,3,1082,1
1088,2,1295,1
1092,0,1080,2
1092,0,1092,16
1092,0,1094,2
1092,0,1295,2
1092,1,0,1
1092,1,12,2
