left,right,up,down
78.3841490584783,91.24114601749451,100.77893453727252,63.5577786370588
0.0,0.0,0.0,0.0
123.84140090842406,132.99507604109567,166.27660549356736,162.38368711038697
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
42.95980351315183,57.4848117789835,75.63535981843275,30.810935465414733
128.9901694375896,90.25637765866651,541.5894125182747,261.42960909491075
0.0,0.0,0.0,0.0
114.38215943614594,183.49519598870407,693.6401407544387,700.165530704272
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
91.09577486140904,102.54976190934208,158.57572814525403,69.06603042142817
0.0,0.0,0.0,0.0
110.54537749643833,138.3821472614877,277.14952360216336,176.38618765722106
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
89.78314120682671,73.92197618456777,113.8603331814888,49.0853608241413
117.68756836064371,141.64645286834923,133.85208640566037,362.2560538378216
0.0,0.0,0.0,0.0
163.47451661505315,110.68844026946113,131.40673712707576,271.00655162828525
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
168.54052816416757,303.1414464952171,163.2200151789006,169.7491630156031
0.0,0.0,0.0,0.0
295.157046773512,518.0141401365966,296.1018241682377,407.9262160600229
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
271.4941763882103,317.4552027686953,322.6859768898669,313.54688586046217
0.0,0.0,0.0,0.0
247.3433111981654,454.36037634086983,445.0486904915135,488.6073858331732
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
