5,5,0,5,0,0,0,0,0,0,0,5,5,5,5,5,0,432,432,432,17,17,17,17,17,17,5,84,1092,1152,1295,432,1295,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,5,5,0,0,0,0,0,0,0,0,12,0,432,8,6,1295,0,5,5,12,444,12,444,17,5,17,5,5,5,5,0,5,5,432,432,74,74,14,74,2,432,432,0,2,18,18,0,0,432,8,1295,432,17,5,5,432,17,432,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,5,5,5,5,5,5,0,0,180,192,192,185,185,192,12,1295,0,5,5,5,444,444,17,17,17,17,17,17,17,17,17,17,17,5,5,0,0,0,12,1295,5,5,5,12,12,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,5,5,5,5,5,0,0,0,0,0,5,5,5,0,5,5,5,17,444,444,0,0,5,5,185,185,185,185,185,5,17,432,1295,5,0,5,5,5,5,5,5,5,5,5,12,5,5,0,12,432,14,432,432,17,17,17,432,444,17,17,17,17,5,5,5,17,17,5,17,5,0,0,0,0,0,5,5,0,12,432,17,432,17,17,444,17,17,17,432,1295,17,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,5,5,5,5,17,17,17,17,17,432,2,2,12,1092,1080,1080,0,5,0,1080,1085,5,1085,5,0,1080,1080,1080,1080,2,1082,1082,1080,72,0,1082,12,72,1152,72,2,1082,2,6,18,0,434,1295,17,17,1295,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,0,5,5,5,5,0,0,0,72,2,0,0,0,0,0,432,0,0,72,0,12,192,1295,17,17,17,5,72,0,0,0,0,0,0,0,14,0,72,14,14,14,1295,5,5,5,5,0,5,17,17,5,5,432,5,5,17,5,5,0,5,432,180,192,14,2,12,12,192,12,192,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,5,5,0,0,0,0,0,0,0,0,0,0,0,12,12,0,12,14,1295,17,432,86,86,444,17,17,5,432,432,432,432,14,84,72,434,20,434,1295,5,0,5,5,5,5,5,5,5,17,5,17,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,432,1295,5,5,5,17,17,17,1295,17,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,0,0,0,0,5,0,0,0,5,5,5,5,12,5,5,5,5,0,0,0,0,0,0,0,0,180,192,192,192,192,12,180,185,185,185,185,185,180,180,185,197,197,17,17,17,1295,5,5,0,5,5,17,17,17,17,432,1295,17,444,17,17,432,17,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,5,5,5,5,5,5,0,0,12,12,432,1295,5,5,5,5,12,12,444,17,5,17,17,17,17,17,17,17,5,5,5,5,5,5,5,5,1085,1085,1097,1295,5,5,17,17,444,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
