state,action,next-state,count
0,0,0,219
0,0,2,20
0,0,12,14
0,0,14,2
0,0,432,59
0,0,444,2
0,0,1080,27
0,0,1082,2
0,0,1092,1
0,0,1295,4
0,1,0,151
0,1,2,6
0,1,12,13
0,1,14,2
0,1,72,11
0,1,84,2
0,1,192,1
0,2,0,191
0,2,2,1
0,2,6,19
0,2,12,43
0,2,18,3
0,2,72,10
0,2,84,1
0,2,432,10
0,2,444,5
0,3,0,54
0,3,2,11
0,3,5,99
0,3,72,2
0,3,74,1
0,3,432,13
2,0,0,9
2,0,2,48
2,0,14,6
2,0,432,1
2,0,434,5
2,0,446,1
2,0,1080,4
2,0,1082,6
2,0,1295,1
2,1,0,16
2,1,2,45
2,1,12,2
2,1,14,6
2,1,72,3
2,1,74,5
2,1,86,1
2,1,180,2
2,1,182,1
2,1,194,1
2,2,0,28
2,2,6,1
2,2,12,18
2,2,18,2
2,2,84,2
2,3,72,3
2,3,74,3
2,3,432,11
2,3,1295,12
5,0,5,139
5,0,17,33
5,0,1085,2
5,1,5,164
5,1,17,6
5,1,185,9
5,1,197,1
5,2,0,208
5,2,12,43
5,2,72,11
5,2,432,33
5,2,444,11
5,3,5,173
5,3,17,9
6,0,6,22
6,0,8,8
6,0,18,5
6,0,20,3
6,0,1086,1
6,0,1098,1
6,1,6,18
6,1,18,1
6,2,1295,4
6,3,0,2
6,3,2,2
6,3,432,1
8,0,8,6
8,0,18,1
8,0,20,5
8,1,6,2
8,1,8,6
8,1,186,1
8,2,1295,2
8,3,432,3
12,0,0,14
12,0,2,6
12,0,12,62
12,0,14,6
12,0,432,2
12,0,444,26
12,0,1080,1
12,0,1092,8
12,1,0,14
12,1,2,2
12,1,12,48
12,1,14,5
12,1,72,2
12,1,84,15
12,1,192,1
12,2,72,8
12,2,84,3
12,2,432,7
12,2,1295,26
12,3,0,12
12,3,2,10
12,3,5,24
12,3,72,1
12,3,74,1
12,3,432,6
12,3,434,1
14,0,0,3
14,0,2,7
14,0,14,14
14,0,446,2
14,0,1092,3
14,1,2,4
14,1,12,5
14,1,14,23
14,1,72,1
14,1,74,2
14,1,84,1
14,1,86,5
14,1,192,2
14,2,84,1
14,2,432,4
14,2,1295,9
14,3,72,1
14,3,74,1
14,3,432,3
14,3,1295,7
17,0,5,25
17,0,17,87
17,0,1085,6
17,0,1097,2
17,1,5,23
17,1,17,66
17,1,185,1
17,1,197,3
17,2,72,1
17,2,84,1
17,2,432,29
17,2,444,5
17,2,1295,56
17,3,5,2
17,3,17,83
18,0,18,4
18,0,20,2
18,0,1086,1
18,0,1098,1
18,1,6,1
18,1,18,5
18,1,20,2
18,2,330,4
18,2,342,4
18,2,690,6
18,2,702,4
18,2,762,3
18,2,774,3
18,3,2,2
20,0,6,1
20,0,18,2
20,0,20,5
20,1,6,1
20,1,18,3
20,1,20,7
20,2,330,2
20,2,342,2
20,2,690,7
20,2,702,1
20,2,762,7
20,2,774,1
20,3,1295,2
72,0,0,7
72,0,2,1
72,0,12,2
72,0,72,12
72,0,74,2
72,0,84,2
72,1,72,5
72,1,1295,10
72,2,0,5
72,2,2,6
72,2,12,2
72,2,14,5
72,2,84,1
72,2,1295,2
72,3,0,1
72,3,5,3
72,3,12,9
72,3,444,2
72,3,1295,3
74,0,0,1
74,0,2,1
74,0,14,1
74,0,72,1
74,0,74,9
74,0,86,1
74,1,1295,3
74,2,2,6
74,2,14,2
74,2,434,2
74,3,1295,5
84,0,12,4
84,0,72,1
84,0,74,1
84,0,84,6
84,1,84,5
84,1,1295,6
84,2,432,1
84,2,434,2
84,2,1295,7
84,3,2,2
84,3,5,1
84,3,12,8
84,3,14,1
86,0,2,1
86,0,14,1
86,0,74,1
86,0,86,2
86,1,84,1
86,1,1295,2
86,2,434,1
86,2,1295,2
86,3,1295,2
180,0,0,1
180,0,2,1
180,0,432,2
180,1,180,8
180,1,612,1
180,2,180,9
180,2,182,1
180,2,198,1
180,3,180,4
180,3,185,3
180,3,624,1
182,0,2,1
182,1,182,1
182,2,180,1
182,3,626,1
185,0,5,6
185,0,17,2
185,1,185,2
185,2,180,5
185,2,612,1
185,3,185,8
186,2,1295,1
192,0,0,1
192,0,12,1
192,1,192,4
192,2,1295,1
192,3,180,1
192,3,185,1
192,3,192,1
194,0,14,1
194,2,192,1
197,0,17,1
197,1,197,4
197,2,612,1
197,2,1295,3
197,3,197,3
198,2,414,2
330,0,330,1
330,0,1295,2
330,1,330,1
330,1,690,1
330,1,702,1
330,1,762,2
330,1,774,1
330,2,1295,1
330,3,18,4
330,3,20,2
333,1,765,1
333,1,777,1
333,2,1295,1
333,3,705,1
342,0,1295,1
342,1,762,2
342,1,774,1
342,2,343,1
342,2,705,2
342,3,18,1
342,3,20,3
343,0,1295,1
343,3,1295,1
345,1,705,1
345,1,763,1
345,2,1295,1
414,1,1295,1
414,3,198,1
432,0,432,10
432,0,1295,24
432,1,0,22
432,1,2,1
432,1,12,5
432,1,180,1
432,1,432,26
432,1,434,1
432,1,444,5
432,1,446,1
432,1,612,1
432,2,0,4
432,2,2,53
432,2,8,6
432,2,12,3
432,2,14,20
432,2,18,1
432,2,20,3
432,2,72,2
432,2,74,3
432,2,86,3
432,2,434,1
432,2,444,1
432,2,446,1
432,2,1295,4
432,3,0,1
432,3,5,4
432,3,12,4
432,3,14,1
432,3,17,32
432,3,84,1
432,3,432,1
432,3,1295,2
434,0,432,1
434,0,1295,3
434,1,2,2
434,1,434,4
434,2,0,1
434,2,2,1
434,2,12,2
434,2,434,1
434,3,72,1
434,3,84,1
434,3,434,1
434,3,1295,2
444,0,432,1
444,0,444,8
444,0,1295,9
444,1,12,7
444,1,180,1
444,1,432,5
444,1,434,1
444,1,444,7
444,2,72,2
444,2,74,3
444,2,86,1
444,2,444,1
444,2,446,2
444,2,1295,15
444,3,0,1
444,3,5,3
444,3,12,1
444,3,17,9
444,3,84,1
444,3,432,2
446,0,432,1
446,0,446,3
446,0,1295,1
446,1,14,1
446,1,446,1
446,2,84,1
446,3,432,1
446,3,1295,2
612,0,1295,2
612,2,182,1
612,3,197,1
624,1,624,1
624,3,194,1
626,3,1295,1
690,0,330,1
690,0,690,2
690,0,762,8
690,1,690,2
690,1,1295,2
690,2,1295,2
690,3,18,1
690,3,20,4
702,0,774,1
702,1,1295,1
702,2,333,1
702,2,345,2
702,2,705,1
702,2,765,1
702,3,18,3
705,0,1195,1
705,1,1295,2
705,2,333,1
705,2,705,1
705,2,777,1
705,3,330,1
762,0,330,6
762,0,342,2
762,0,1194,2
762,1,690,4
762,1,702,2
762,2,1295,2
762,3,20,5
763,3,1295,1
765,0,333,1
765,0,343,1
774,0,342,3
774,1,702,2
774,2,705,1
774,3,18,1
777,0,333,1
777,0,345,1
1080,0,1080,35
1080,0,1092,1
1080,0,1152,2
1080,0,1295,2
1080,1,0,13
1080,2,1080,31
1080,2,1086,3
1080,2,1092,6
1080,2,1098,5
1080,2,1152,3
1080,2,1295,5
1080,3,1080,16
1080,3,1082,1
1080,3,1085,16
1080,3,1097,2
1080,3,1152,3
1080,3,1295,1
1082,0,1080,1
1082,0,1082,6
1082,1,2,3
1082,2,1080,2
1082,2,1088,1
1082,2,1092,2
1082,3,1152,1
1082,3,1295,2
1085,0,1085,18
1085,0,1097,1
1085,1,5,6
1085,1,17,1
1085,2,1080,16
1085,2,1092,5
1085,2,1152,3
1085,2,1164,1
1085,2,1295,1
1085,3,1085,21
1086,0,1086,3
1086,1,6,2
1086,1,18,1
1086,2,1295,1
1086,3,1082,1
1088,2,1295,1
1092,0,1080,1
1092,0,1092,16
1092,0,1295,1
1092,1,0,1
1092,1,12,5
1092,1,14,1
1092,2,1152,2
1092,2,1295,5
1092,3,1080,6
1092,3,1085,7
1097,0,1097,5
1097,1,17,3
1097,2,1295,1
1097,3,1085,1
1097,3,1097,4
1098,0,1098,3
1098,1,6,1
1098,1,18,2
1098,2,1122,1
1098,2,1194,2
1098,2,1206,2
1098,3,1080,2
1122,3,1098,1
1123,2,1295,1
1152,0,1080,1
1152,0,1152,6
1152,1,1295,2
1152,2,1082,2
1152,2,1098,1
1152,2,1152,1
1152,2,1295,1
1152,3,1080,2
1152,3,1085,2
1152,3,1092,3
1164,2,1295,1
1194,0,1295,1
1194,1,762,1
1194,2,1295,1
1194,3,18,1
1195,1,1123,1
1206,3,18,1
1206,3,1098,1
1295,0,5,18
1295,0,17,25
1295,1,5,23
1295,1,17,17
1295,2,0,19
1295,2,12,10
1295,2,72,2
1295,2,432,15
1295,2,444,7
1295,2,1295,19
1295,3,5,29
1295,3,17,16
