5,5,5,5,5,5,5,5,5,5,185,185,185,5,5,5,0,180,185,180,180,192,1295,17,432,2,2,2,2,0,72,5,0,0,72,12,84,1295,84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,5,0,5,5,5,5,5,0,0,5,5,5,0,12,12,5,5,5,12,0,432,432,1295,17,432,17,432,1295,17,17,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,5,5,0,5,5,5,5,5,5,5,432,0,432,17,17,444,17,17,432,446,1295,5,0,0,12,84,72,12,192,12,180,180,180,432,2,432,1295,5,5,0,432,0,12,72,72,72,12,12,14,444,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,5,5,5,5,5,5,5,17,17,5,5,5,17,5,17,432,432,0,12,12,12,432,0,0,0,0,432,17,432,17,17,5,72,5,5,5,0,5,5,5,5,5,5,5,12,12,72,1295,17,17,5,17,17,1295,17,432,2,2,0,0,12,432,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,5,5,5,5,5,5,5,5,1085,1085,1085,5,1097,17,17,17,17,17,444,1295,0,432,2,0,0,432,0,12,12,444,74,1295,17,17,17,17,17,17,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,5,5,0,0,0,0,0,0,0,0,0,0,2,434,434,2,0,432,12,12,12,1295,17,432,432,432,432,2,432,17,1295,5,5,5,0,0,0,0,0,0,432,86,444,444,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,5,5,0,5,5,5,5,5,12,1295,12,1295,5,12,444,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,0,0,0,5,5,0,5,432,17,432,432,0,432,17,5,5,432,5,17,5,17,444,17,17,5,17,5,5,5,72,12,0,5,5,5,5,5,5,5,5,0,0,0,0,0,434,84,1295,17,5,5,5,5,0,0,5,5,5,185,5,5,17,444,17,17,5,17,5,12,84,1295,5,5,0,0,432,14,446,14,14,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,5,0,0,0,0,0,12,12,1295,0,12,12,1295,5,5,5,0,12,0,5,5,0,5,0,5,5,432,72,14,14,12,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,5,5,5,5,5,5,0,5,5,5,5,5,185,5,5,5,5,12,1295,17,17,17,17,17,17,17,1295,17,17,5,72,0,0,0,0,432,0,12,14,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,0,0,0,0,0,0,0,0,0,432,432,432,432,12,432,12,12,432,1295,5,17,444,86,1295,17,17,17,5,84,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,17,444,432,444,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,5,5,5,5,5,0,0,0,0,5,5,5,5,5,0,0,0,0,0,5,5,0,12,12,0,5,5,5,5,5,5,5,5,5,5,17,17,1295,17,5,0,0,0,0,0,0,12,12,0,5,5,5,5,5,5,5,5,5,5,5,5,12,0,5,5,185,185,5,17,17,1295,5,5,12,5,5,5,0,0,5,0,5,5,0,432,2,432,17,17,17,17,5,444,444
5,0,0,0,0,0,0,0,0,0,6,0,0,432,432,432,432,432,0,0,2,2,12,2,14,2,84,84,2,12,12,0,0,12,0,14,12,432,17,5,432,17,17,17,17,1295,17,444,1295,17,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,5,0,0,0,0,0,0,0,0,0,12,12,1295,17,432,2,432,1295,17,444,432,17,5,17,432,17,17,17,17,5,72,0,12,0,0,444,12,84,14,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
