state,action,next-state,count
0,0,0,229
0,0,2,10
0,0,12,15
0,0,14,1
0,0,432,35
0,0,444,4
0,0,1080,8
0,0,1295,1
0,1,0,237
0,1,2,14
0,1,12,18
0,1,14,1
0,1,72,20
0,1,84,1
0,1,180,10
0,1,192,3
0,1,432,2
0,2,0,267
0,2,6,31
0,2,12,83
0,2,18,8
0,2,72,17
0,2,84,9
0,2,432,13
0,2,444,6
0,3,0,81
0,3,2,9
0,3,5,118
0,3,12,1
0,3,72,6
0,3,74,2
0,3,432,8
2,0,0,15
2,0,2,38
2,0,12,1
2,0,14,5
2,0,432,2
2,0,434,6
2,0,446,1
2,0,1080,4
2,0,1082,4
2,0,1094,1
2,1,0,11
2,1,2,22
2,1,12,3
2,1,14,6
2,1,72,3
2,1,74,11
2,1,84,1
2,1,86,1
2,1,180,1
2,1,182,2
2,1,192,1
2,1,194,1
2,2,0,18
2,2,6,4
2,2,12,11
2,2,18,1
2,3,72,3
2,3,432,14
2,3,1295,11
5,0,5,164
5,0,17,27
5,0,1085,2
5,0,1097,1
5,1,5,199
5,1,17,16
5,1,185,9
5,2,0,241
5,2,12,56
5,2,72,15
5,2,84,11
5,2,432,29
5,2,444,13
5,3,5,197
5,3,17,5
6,0,6,41
6,0,8,12
6,0,18,15
6,0,20,4
6,0,1086,1
6,0,1098,3
6,0,1100,1
6,1,6,32
6,1,8,1
6,1,18,1
6,1,186,2
6,2,1295,7
6,3,0,5
6,3,2,2
8,0,6,3
8,0,8,5
8,0,20,10
8,0,1100,1
8,1,6,5
8,1,8,7
8,1,18,1
8,1,20,1
8,2,1295,3
8,3,432,5
8,3,434,1
12,0,0,15
12,0,2,8
12,0,12,84
12,0,14,10
12,0,432,3
12,0,434,1
12,0,444,25
12,0,1080,6
12,0,1082,1
12,0,1092,9
12,1,0,26
12,1,2,1
12,1,12,68
12,1,14,1
12,1,72,4
12,1,84,10
12,1,180,3
12,1,192,11
12,2,72,3
12,2,84,3
12,2,432,4
12,2,444,1
12,2,1295,27
12,3,0,32
12,3,2,11
12,3,5,31
12,3,72,1
12,3,74,1
12,3,432,7
14,0,2,11
14,0,12,2
14,0,14,12
14,0,446,2
14,1,2,2
14,1,12,6
14,1,14,13
14,1,84,2
14,1,86,2
14,1,446,1
14,2,72,3
14,2,84,1
14,2,432,1
14,2,444,1
14,2,1295,7
14,3,74,4
14,3,432,6
14,3,1295,5
17,0,5,41
17,0,17,86
17,0,1085,3
17,0,1097,3
17,1,5,20
17,1,17,78
17,1,185,1
17,1,197,1
17,2,72,2
17,2,432,24
17,2,444,8
17,2,1295,54
17,3,5,10
17,3,17,81
18,0,6,2
18,0,8,2
18,0,18,4
18,0,20,5
18,0,1086,1
18,0,1098,1
18,1,6,4
18,1,18,8
18,1,20,1
18,2,330,5
18,2,342,3
18,2,690,12
18,2,702,4
18,2,762,4
18,2,774,4
18,3,0,2
18,3,2,1
18,3,72,1
20,0,6,1
20,0,8,2
20,0,18,1
20,0,20,2
20,0,1088,1
20,0,1098,1
20,0,1100,3
20,1,8,3
20,1,18,4
20,1,20,3
20,2,330,2
20,2,342,2
20,2,690,6
20,2,702,3
20,2,762,4
20,2,774,4
20,3,432,1
20,3,1295,2
72,0,0,17
72,0,2,1
72,0,12,1
72,0,72,8
72,0,74,4
72,0,84,3
72,0,86,1
72,0,1080,3
72,0,1152,1
72,1,72,4
72,1,84,1
72,1,1295,9
72,2,0,10
72,2,2,7
72,2,6,1
72,2,14,5
72,2,18,1
72,2,72,1
72,2,432,1
72,2,1295,2
72,3,0,1
72,3,5,11
72,3,12,5
72,3,444,2
72,3,1295,1
74,0,2,5
74,0,72,2
74,0,74,7
74,0,86,2
74,1,72,2
74,1,74,1
74,1,1295,5
74,2,2,6
74,2,14,4
74,2,74,1
74,2,446,1
74,3,444,3
74,3,1295,3
84,0,0,2
84,0,12,10
84,0,74,2
84,0,84,7
84,0,86,4
84,0,1080,1
84,0,1092,1
84,1,72,1
84,1,84,5
84,1,1295,8
84,2,1295,8
84,3,2,1
84,3,5,3
84,3,12,5
84,3,444,2
86,0,0,1
86,0,2,2
86,0,14,2
86,0,86,3
86,1,72,1
86,1,84,2
86,1,86,2
86,1,1295,2
86,2,446,1
86,2,1295,5
86,3,446,1
86,3,1295,3
180,0,0,3
180,0,12,2
180,0,72,1
180,0,74,1
180,0,432,1
180,0,444,1
180,1,180,22
180,1,182,3
180,1,612,2
180,2,180,7
180,2,182,2
180,2,192,6
180,2,194,1
180,2,624,1
180,2,1295,1
180,3,180,1
180,3,182,2
180,3,185,9
180,3,192,1
180,3,612,2
180,3,1295,1
182,0,2,2
182,0,432,2
182,1,182,5
182,1,194,3
182,2,180,2
182,2,182,2
182,2,186,2
182,2,192,1
182,3,180,1
182,3,626,1
182,3,1295,2
