state,action,next-state,count
0,0,0,146
0,0,2,12
0,0,12,15
0,0,14,2
0,0,432,33
0,0,444,3
0,0,1080,12
0,0,1092,2
0,1,0,212
0,1,2,12
0,1,12,17
0,1,72,23
0,1,84,1
0,1,180,17
0,1,182,2
0,1,192,6
0,1,432,2
0,2,0,238
0,2,6,33
0,2,12,49
0,2,18,7
0,2,72,11
0,2,74,1
0,2,84,6
0,2,432,7
0,2,444,5
0,3,0,59
0,3,2,13
0,3,5,87
0,3,72,6
0,3,432,2
0,3,434,1
2,0,0,14
2,0,2,38
2,0,14,6
2,0,434,2
2,0,1080,2
2,0,1082,6
2,1,0,10
2,1,2,33
2,1,12,1
2,1,14,3
2,1,72,1
2,1,74,6
2,1,86,1
2,1,182,5
2,1,192,1
2,2,0,15
2,2,6,1
2,2,12,16
2,2,444,2
2,3,74,1
2,3,432,3
2,3,1295,18
5,0,5,145
5,0,17,36
5,0,1085,4
5,1,5,148
5,1,17,12
5,1,185,3
5,2,0,193
5,2,12,42
5,2,72,17
5,2,84,3
5,2,432,28
5,2,444,9
5,3,5,147
5,3,17,8
6,0,6,59
6,0,8,10
6,0,18,14
6,0,20,4
6,0,1086,2
6,0,1098,2
6,1,6,26
6,1,186,2
6,2,1295,6
6,3,0,7
6,3,2,1
8,0,8,3
8,0,18,1
8,0,20,7
8,1,6,3
8,1,8,5
8,2,1295,4
8,3,432,2
8,3,1295,1
12,0,0,11
12,0,2,1
12,0,12,48
12,0,14,4
12,0,432,1
12,0,444,12
12,0,1092,3
12,0,1094,1
12,1,0,21
12,1,2,1
12,1,12,58
12,1,14,2
12,1,72,6
12,1,84,9
12,1,86,1
12,1,180,6
12,1,192,8
12,1,194,1
12,2,72,8
12,2,84,1
12,2,86,1
12,2,432,4
12,2,444,1
12,2,1295,28
12,3,0,23
12,3,2,10
12,3,5,25
12,3,12,1
12,3,72,2
12,3,74,1
12,3,432,2
14,0,2,7
14,0,12,3
14,0,14,7
14,0,446,2
14,0,1082,1
14,0,1094,1
14,1,0,2
14,1,2,4
14,1,12,3
14,1,14,11
14,1,84,3
14,1,86,1
14,1,180,1
14,1,192,1
14,1,194,1
14,2,72,3
14,2,1295,7
14,3,432,6
14,3,1295,4
17,0,5,33
17,0,17,77
17,0,1085,1
17,0,1097,4
17,1,5,22
17,1,17,76
17,1,197,1
17,2,72,2
17,2,432,31
17,2,444,22
17,2,1295,58
17,3,5,8
17,3,17,94
18,0,6,2
18,0,18,4
18,0,20,2
18,0,1086,6
18,0,1098,3
18,1,6,3
18,1,18,5
18,1,20,1
18,2,342,4
18,2,690,10
18,2,702,3
18,2,762,1
18,2,774,3
18,2,1295,1
18,3,0,3
20,0,6,1
20,0,8,1
20,0,18,1
20,0,20,9
20,0,1100,1
20,1,8,1
20,1,18,2
20,1,20,10
20,1,200,1
20,2,330,3
20,2,690,6
20,2,702,1
20,2,762,9
20,2,774,2
20,3,432,2
20,3,434,1
72,0,0,8
72,0,2,1
72,0,12,1
72,0,14,1
72,0,72,11
72,1,72,5
72,1,84,1
72,1,1295,11
72,2,0,23
72,2,2,10
72,2,12,2
72,2,14,4
72,2,434,6
72,2,1295,1
72,3,0,2
72,3,2,1
72,3,5,7
72,3,12,6
72,3,14,2
72,3,84,1
72,3,1295,1
74,0,0,1
74,0,2,2
74,0,14,1
74,0,72,1
74,0,74,4
74,0,86,1
74,0,1154,2
74,1,1295,3
74,2,2,2
74,2,14,2
74,2,1295,1
74,3,432,1
74,3,1295,3
84,0,0,1
84,0,12,6
84,0,14,1
84,0,72,1
84,0,74,1
84,0,84,5
84,0,1092,1
84,1,72,1
84,1,84,3
84,1,1295,5
84,2,72,1
84,2,74,1
84,2,434,1
84,2,1295,5
84,3,0,1
84,3,5,4
84,3,14,2
84,3,444,2
86,0,72,1
86,0,74,2
86,0,86,1
86,1,1295,3
86,2,434,1
86,2,1295,1
86,3,444,1
86,3,1295,2
180,0,0,3
180,0,12,1
180,0,84,2
180,0,432,4
180,1,180,25
180,1,182,1
180,1,192,2
180,2,180,23
180,2,182,1
180,2,186,3
180,2,192,24
180,2,194,1
180,2,612,2
180,2,614,1
180,2,624,4
180,3,180,11
180,3,182,1
180,3,185,12
180,3,192,6
182,0,0,1
182,0,2,2
182,0,432,1
182,1,180,1
182,1,182,11
182,1,194,2
182,2,180,5
182,2,182,1
182,2,186,2
182,3,1295,3
185,0,5,3
185,0,17,2
185,1,185,22
185,2,180,14
185,2,192,10
185,2,624,2
185,3,185,27
185,3,197,2
186,0,6,2
186,1,186,5
186,2,1295,1
186,3,180,2
186,3,182,2
192,0,0,1
192,0,12,3
192,0,432,1
192,0,444,2
192,1,180,2
192,1,192,18
192,1,1295,1
192,2,180,1
192,2,192,2
192,2,612,1
192,2,614,1
192,2,1295,6
192,3,180,18
192,3,182,4
192,3,185,17
192,3,192,1
192,3,194,4
192,3,612,2
192,3,624,3
194,0,2,1
194,0,14,1
194,1,192,1
194,1,194,4
194,1,626,1
194,2,192,3
194,3,1295,2
197,0,17,3
197,1,197,6
197,2,1295,2
197,3,197,5
198,0,6,1
200,0,20,1
200,3,1295,1
330,0,1295,1
330,1,690,2
330,1,762,4
330,1,774,2
330,2,1295,1
330,3,18,4
330,3,20,1
331,2,1295,1
333,0,1295,1
333,1,765,1
333,2,1295,1
342,0,1295,1
342,1,762,1
342,1,774,2
342,1,834,1
342,2,345,1
342,2,691,1
342,2,703,1
342,2,765,1
342,3,18,2
345,0,331,1
345,2,693,1
345,3,342,1
432,0,432,22
432,0,434,1
432,0,444,1
432,0,1295,24
432,1,0,15
432,1,182,1
432,1,432,27
432,1,434,1
432,1,444,5
432,2,0,3
432,2,2,27
432,2,8,4
432,2,12,3
432,2,14,15
432,2,20,1
432,2,74,2
432,2,84,1
432,2,86,2
432,2,432,1
432,2,1295,4
432,3,0,1
432,3,5,7
432,3,12,3
432,3,14,1
432,3,17,22
432,3,84,1
432,3,1295,1
434,0,432,1
434,0,434,5
434,0,1295,2
434,1,0,1
434,1,2,2
434,1,432,1
434,1,434,2
434,1,614,1
434,2,0,1
434,2,2,1
434,2,8,1
434,2,20,1
434,2,1295,1
434,3,72,1
434,3,84,2
434,3,432,1
434,3,1295,1
444,0,432,2
444,0,444,4
444,0,1295,13
444,1,0,2
444,1,2,1
444,1,12,5
444,1,432,6
444,1,444,8
444,2,74,3
444,2,86,3
444,2,434,2
444,2,1295,19
444,3,0,1
444,3,5,2
444,3,12,2
444,3,14,2
444,3,17,15
444,3,1295,1
446,1,446,1
446,2,86,1
446,2,1295,1
612,0,432,1
612,0,1295,1
612,1,612,3
612,2,192,1
612,2,1295,1
