state,action,next-state,count
0,0,0,177
0,0,2,8
0,0,12,11
0,0,14,3
0,0,432,29
0,0,444,4
0,0,1080,10
0,0,1092,1
0,0,1295,1
0,1,0,188
0,1,2,7
0,1,12,25
0,1,14,1
0,1,72,11
0,1,74,1
0,1,180,8
0,1,182,2
0,1,192,3
0,1,194,1
0,2,0,247
0,2,2,3
0,2,6,30
0,2,12,52
0,2,18,6
0,2,72,13
0,2,84,19
0,2,86,1
0,2,432,15
0,2,444,6
0,3,0,82
0,3,2,3
0,3,5,93
0,3,17,1
0,3,72,3
0,3,432,8
0,3,444,1
2,0,0,10
2,0,2,27
2,0,14,5
2,0,434,5
2,1,0,7
2,1,2,36
2,1,12,3
2,1,14,4
2,1,72,3
2,1,74,10
2,1,86,1
2,1,180,2
2,1,182,6
2,1,192,1
2,2,0,16
2,2,6,2
2,2,12,14
2,2,18,4
2,2,72,3
2,2,84,2
2,2,432,4
2,2,444,1
2,3,432,6
2,3,1295,11
5,0,5,142
5,0,17,36
5,0,1085,9
5,0,1097,1
5,1,5,154
5,1,17,10
5,1,185,6
5,2,0,197
5,2,12,45
5,2,72,11
5,2,84,3
5,2,432,26
5,2,444,16
5,3,5,181
5,3,17,11
6,0,6,39
6,0,8,13
6,0,18,15
6,0,20,3
6,0,1086,2
6,0,1098,1
6,1,6,23
6,1,8,1
6,1,18,1
6,2,1295,7
6,3,0,7
6,3,2,2
6,3,74,1
8,0,6,1
8,0,8,8
8,0,20,9
8,0,1086,1
8,1,6,3
8,1,8,6
8,1,18,1
8,1,20,2
8,2,1295,3
8,3,432,2
8,3,434,2
8,3,1295,1
12,0,0,14
12,0,2,2
12,0,12,55
12,0,14,3
12,0,432,5
12,0,444,10
12,0,1080,1
12,0,1092,3
12,1,0,24
12,1,2,5
12,1,12,63
12,1,14,3
12,1,72,3
12,1,84,6
12,1,180,5
12,1,192,8
12,1,194,1
12,1,444,1
12,2,72,6
12,2,84,6
12,2,432,2
12,2,444,1
12,2,1295,33
12,3,0,21
12,3,2,13
12,3,5,31
12,3,12,1
12,3,72,3
12,3,74,1
12,3,432,5
12,3,434,1
14,0,0,2
14,0,2,8
14,0,12,1
14,0,14,24
14,0,434,2
14,0,444,1
14,0,1082,2
14,0,1092,1
14,0,1094,1
14,1,0,1
14,1,2,4
14,1,12,6
14,1,14,14
14,1,86,2
14,1,182,1
14,2,72,2
14,2,432,3
14,2,1295,6
14,3,72,1
14,3,432,3
14,3,444,1
14,3,1295,6
17,0,5,19
17,0,17,52
17,0,1097,3
17,1,5,26
17,1,17,66
17,2,72,3
17,2,84,1
17,2,432,34
17,2,444,22
17,2,1295,54
17,3,5,7
17,3,17,93
18,0,6,5
18,0,8,2
18,0,18,5
18,0,20,2
18,1,6,6
18,1,18,9
18,1,186,1
18,2,330,6
18,2,342,3
18,2,690,9
18,2,702,5
18,2,762,5
18,2,774,3
18,2,1295,1
18,3,0,2
18,3,2,1
20,0,8,4
20,0,18,5
20,0,20,2
20,0,1088,1
20,1,6,1
20,1,8,2
20,1,18,1
20,1,20,5
20,2,330,4
20,2,342,2
20,2,690,7
20,2,762,1
20,3,432,1
20,3,1295,1
72,0,0,9
72,0,2,2
72,0,12,1
72,0,72,5
72,0,74,1
72,0,84,3
72,1,72,4
72,1,74,3
72,1,180,2
72,1,1295,7
72,2,0,4
72,2,2,8
72,2,12,1
72,2,14,5
72,2,72,2
72,2,84,1
72,2,432,1
72,2,434,5
72,2,446,1
72,3,0,1
72,3,2,1
72,3,5,6
72,3,12,6
72,3,14,1
72,3,74,1
72,3,444,1
74,0,0,2
74,0,2,4
74,0,74,11
74,1,72,1
74,1,182,2
74,1,1295,8
74,2,0,1
74,2,2,9
74,2,6,1
74,2,14,2
74,2,74,1
74,2,1295,1
74,3,74,1
74,3,432,1
74,3,444,2
74,3,1295,5
84,0,0,1
84,0,12,6
84,0,14,1
84,0,72,1
84,0,74,1
84,0,84,6
84,0,86,1
84,0,1152,1
84,1,72,1
84,1,84,1
84,1,1295,10
84,2,432,1
84,2,434,1
84,2,1295,9
84,3,5,1
84,3,12,9
84,3,1295,1
86,0,72,1
86,0,74,3
86,0,86,3
86,1,86,1
86,1,1295,2
86,2,74,1
86,2,1295,2
86,3,444,2
86,3,446,1
86,3,1295,1
180,0,0,6
180,0,74,1
180,0,432,1
180,0,444,1
180,1,180,17
180,1,182,1
180,2,180,10
180,2,192,9
180,2,612,1
180,2,624,2
180,3,180,10
180,3,182,2
180,3,185,13
180,3,192,1
180,3,612,3
180,3,624,1
182,0,0,1
182,0,2,3
182,0,14,1
182,0,74,1
182,1,182,12
182,1,614,1
182,2,180,3
182,2,182,1
182,2,186,3
182,2,192,8
182,2,624,1
182,3,1295,3
185,0,5,5
185,1,185,17
185,2,180,11
185,2,192,8
185,2,612,4
185,2,624,3
185,3,185,16
186,0,6,1
186,0,18,1
186,1,186,1
186,2,1295,1
186,3,182,1
192,0,0,1
192,0,12,4
192,0,444,3
192,1,180,3
192,1,192,11
192,2,614,1
192,2,1295,4
192,3,180,6
192,3,182,7
192,3,185,11
192,3,192,1
192,3,612,1
194,0,84,1
194,1,194,1
194,2,624,1
194,3,1295,1
197,0,5,1
197,0,17,1
197,1,197,7
197,2,612,3
197,2,624,2
197,2,1295,1
197,3,197,6
200,2,834,1
330,0,1295,2
330,1,402,1
330,1,414,1
330,1,690,2
330,1,762,5
330,1,774,3
330,1,834,1
330,2,1295,2
330,3,18,5
330,3,20,2
331,0,1295,1
331,1,333,1
333,1,693,1
342,0,1295,1
342,1,330,1
342,1,690,1
342,1,762,1
342,2,331,2
342,2,345,1
342,2,693,1
342,2,705,1
342,3,18,1
342,3,20,2
345,0,1295,2
345,3,342,1
402,1,402,1
402,2,1295,1
414,1,414,1
414,2,837,1
432,0,432,15
432,0,444,1
432,0,446,1
432,0,1295,20
432,1,0,14
432,1,2,1
432,1,12,1
432,1,432,17
432,1,444,5
