5,5,5,5,5,5,0,5,0,0,0,432,14,12,14,432,432,432,0,84,1295,444,444,12,0,0,0,432,17,17,17,5,5,0,5,5,0,0,0,444,14,12,432,17,17,17,17,17,17,17,444,1295,17,17,17,5,17,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,5,0,0,0,5,5,5,5,5,5,432,17,17,17,17,17,17,17,1295,17,432,17,17,17,17,17,17,17,1295,5,17,5,5,5,5,5,0,12,5,5,12,12,5,5,5,17,17,432,432,0,5,5,5,5,5,17,444,86,444,17,17,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,0,5,5,5,5,5,5,5,5,17,5,5,5,17,17,17,17,5,1085,1085,1085,1080,1085,1085,1085,1080,0,5,0,5,1085,1092,12,1295,5,5,0,0,5,5,5,0,12,0,5,5,5,444,1295,17,17,17,17,17,17,5,5,432,180,432,192,444,624,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,0,5,0,0,0,0,0,6,1295,5,5,12,12,12,444,0,432,1295,17,17,17,432,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,5,5,0,0,0,432,432,1295,5,5,5,17,17,17,432,17,17,17,5,1085,5,1085,1085,1085,1092,1152,1092,1295,17,17,17,17,432,444,17,17,17,17,5,5,5,5,5,5,0,0,0,0,0,0,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,5,5,0,5,5,5,5,12,5,12,5,12,0,0,180,185,5,5,5,0,0,0,0,0,0,5,5,185,5,185,5,5,5,444,17,17,17,17,17,17,17,17,17,1295,5,5,17,5,5,0,5,5,5,432,432,1295,444,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,5,5,5,5,5,5,5,12,12,5,5,5,0,0,0,5,185,185,5,185,185,5,0,5,5,5,0,5,5,5,5,185,5,185,180,180,185,185,185,185,612,197,197,612,612,612,1295,0,0,0,0,12,12,12,5,5,5,185,185,180,185,5,5,0,0,0,5,5,185,185,624,444,17,444,624,1295,5,5,12,12,5,5,5,444,432,432,432,432,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,17,444,444,17,5,5,17,17,17,17,17,17,5,17,1295,5,0,0,0,0,0,0,0,5,5,5,5,12,0,444,1295,17,17,17,17,5,5,5,5,1085,1085,1080,1080,1080,0,1080,0,12,1080,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,432,86,1295,17,17,17,17,432,17,17,1295,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,5,5,0,5,0,0,0,0,0,12,12,432,17,17,17,17,17,17,17,1085,17,1085,1085,1085,5,5,17,5,0,0,0,0,0,1092,1092,12,1295,12,1295,5,5,0,5,5,5,5,5,0,5,17,17,17,17,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
