state,action,next-state,count
0,0,0,224
0,0,2,15
0,0,12,11
0,0,14,3
0,0,432,38
0,0,444,3
0,0,1080,19
0,0,1092,1
0,0,1295,1
0,1,0,212
0,1,2,6
0,1,12,27
0,1,14,1
0,1,72,15
0,1,74,1
0,1,180,9
0,1,192,5
0,1,432,1
0,2,0,269
0,2,2,1
0,2,6,32
0,2,12,55
0,2,18,11
0,2,72,14
0,2,84,6
0,2,432,12
0,2,444,2
0,3,0,77
0,3,2,12
0,3,5,106
0,3,12,1
0,3,17,2
0,3,72,2
0,3,74,1
0,3,432,8
2,0,0,9
2,0,2,34
2,0,14,10
2,0,434,3
2,0,446,1
2,0,1080,2
2,0,1082,4
2,0,1094,1
2,1,0,11
2,1,2,15
2,1,12,3
2,1,72,2
2,1,74,5
2,2,0,18
2,2,6,4
2,2,12,10
2,2,72,2
2,2,84,2
2,2,432,2
2,2,444,1
2,3,72,2
2,3,74,3
2,3,432,10
2,3,1295,11
5,0,5,157
5,0,17,32
5,1,5,186
5,1,17,8
5,1,185,7
5,2,0,224
5,2,12,56
5,2,72,7
5,2,84,3
5,2,432,18
5,2,444,10
5,3,5,183
5,3,17,5
6,0,6,45
6,0,8,12
6,0,18,9
6,0,20,4
6,0,1086,1
6,0,1098,1
6,1,6,49
6,1,8,1
6,1,18,2
6,1,186,4
6,2,1295,5
6,3,0,7
6,3,2,3
6,3,432,1
8,0,6,2
8,0,8,6
8,0,18,1
8,0,20,10
8,0,1086,1
8,1,6,5
8,1,8,6
8,2,1295,3
8,3,432,4
12,0,0,10
12,0,2,4
12,0,12,51
12,0,14,12
12,0,432,4
12,0,444,16
12,0,1080,1
12,0,1092,3
12,1,0,36
12,1,12,67
12,1,14,4
12,1,72,7
12,1,84,19
12,1,180,4
12,1,192,11
12,1,444,1
12,2,72,4
12,2,84,6
12,2,432,4
12,2,444,3
12,2,1295,33
12,3,0,14
12,3,2,6
12,3,5,33
12,3,12,1
12,3,72,1
12,3,74,2
12,3,432,3
14,0,2,7
14,0,12,3
14,0,14,12
14,0,432,1
14,0,434,1
14,0,446,1
14,0,1092,1
14,0,1094,2
14,1,0,2
14,1,2,3
14,1,12,10
14,1,14,16
14,1,86,3
14,1,192,1
14,2,84,1
14,2,432,2
14,2,444,1
14,2,1295,7
14,3,72,1
14,3,432,4
14,3,1295,5
17,0,5,37
17,0,17,97
17,0,1085,2
17,0,1097,8
17,1,5,16
17,1,17,74
17,1,185,1
17,1,197,1
17,2,432,21
17,2,444,17
17,2,1295,57
17,3,5,3
17,3,17,88
18,0,6,3
18,0,18,10
18,0,20,2
18,0,1088,1
18,0,1098,1
18,1,6,1
18,1,18,11
18,2,330,5
18,2,342,2
18,2,690,10
18,2,702,8
18,2,762,3
18,2,774,2
18,2,1295,1
18,3,0,1
18,3,432,2
20,0,8,3
20,0,18,2
20,0,20,7
20,0,1086,1
20,0,1100,1
20,1,8,3
20,1,18,2
20,1,20,7
20,2,330,2
20,2,342,2
20,2,690,6
20,2,702,3
20,2,762,4
