state,action,next-state,count
0,0,0,162
0,0,2,8
0,0,12,13
0,0,14,1
0,0,432,32
0,0,444,3
0,0,1080,6
0,1,0,257
0,1,2,20
0,1,12,33
0,1,72,27
0,1,74,2
0,1,84,1
0,1,180,32
0,1,182,6
0,1,192,4
0,2,0,169
0,2,2,1
0,2,6,7
0,2,12,38
0,2,18,1
0,2,72,9
0,2,84,4
0,2,432,11
0,2,444,3
0,3,0,64
0,3,2,13
0,3,5,112
0,3,72,5
0,3,432,12
0,3,434,1
2,0,0,13
2,0,2,42
2,0,14,8
2,0,432,1
2,0,434,1
2,0,1082,5
2,0,1094,1
2,1,0,8
2,1,2,36
2,1,12,3
2,1,14,3
2,1,72,1
2,1,74,8
2,1,182,6
2,2,0,17
2,2,6,9
2,2,12,17
2,2,72,1
2,2,84,1
2,2,432,4
2,3,72,1
2,3,74,1
2,3,432,10
2,3,1295,13
5,0,5,167
5,0,17,42
5,0,1085,7
5,1,5,176
5,1,17,5
5,1,185,2
5,2,0,220
5,2,12,41
5,2,72,16
5,2,84,2
5,2,432,31
5,2,444,7
5,3,5,195
5,3,17,11
6,0,6,21
6,0,8,4
6,0,18,5
6,0,20,2
6,1,6,21
6,1,18,2
6,2,1295,4
6,3,0,1
6,3,2,4
6,3,432,2
6,3,434,1
8,0,8,8
8,0,20,2
8,1,6,1
8,1,8,6
8,1,20,1
8,1,186,1
8,2,1295,2
8,3,1295,2
12,0,0,11
12,0,2,5
12,0,12,67
12,0,14,12
12,0,432,5
12,0,434,1
12,0,444,15
12,1,0,19
12,1,2,3
12,1,12,76
12,1,72,5
12,1,84,6
12,1,86,1
12,1,180,6
12,1,192,14
12,1,194,1
12,2,72,6
12,2,74,1
12,2,84,2
12,2,432,4
12,2,444,1
12,2,1295,36
12,3,0,17
12,3,2,7
12,3,5,29
12,3,72,1
12,3,432,3
14,0,0,2
14,0,2,7
14,0,12,2
14,0,14,17
14,0,434,1
14,0,444,1
14,0,1080,1
14,1,2,1
14,1,12,7
14,1,14,15
14,1,84,1
14,2,72,1
14,2,84,3
14,2,432,4
14,2,444,1
14,2,1295,9
14,3,432,8
14,3,1295,9
17,0,5,20
17,0,17,75
17,0,1085,2
17,0,1097,1
17,1,5,30
17,1,17,80
17,1,185,4
17,1,197,7
17,2,84,2
17,2,432,33
17,2,444,11
17,2,1295,58
17,3,5,4
17,3,17,107
18,0,18,1
18,0,20,5
18,1,6,2
18,1,18,2
18,1,186,1
18,2,330,2
18,2,774,1
18,2,1295,1
18,3,0,1
18,3,2,1
20,0,8,1
20,0,20,4
20,1,18,2
20,1,20,4
20,1,200,1
20,2,330,1
20,2,342,1
20,2,690,3
20,2,702,1
20,2,774,2
20,3,1295,2
72,0,0,12
72,0,12,2
72,0,72,4
72,0,74,2
72,1,72,5
72,1,84,5
72,1,1295,8
72,2,0,17
72,2,2,9
72,2,6,1
72,2,12,1
72,2,14,5
72,2,72,2
72,2,74,1
72,2,434,4
72,2,446,1
72,2,1295,2
72,3,5,9
72,3,12,5
72,3,444,1
72,3,1295,1
74,0,0,1
74,0,2,3
74,0,72,1
74,0,74,2
74,1,74,1
74,1,182,1
74,1,1295,5
74,2,2,2
74,2,14,4
74,2,1295,1
74,3,72,1
74,3,74,1
74,3,444,3
74,3,446,1
74,3,1295,2
84,0,0,1
84,0,12,6
84,0,72,3
84,0,84,2
84,0,86,1
84,1,84,1
84,1,1295,6
84,2,72,1
84,2,74,1
84,2,434,1
84,2,1295,5
84,3,5,1
84,3,12,3
84,3,14,2
86,0,2,2
86,0,86,1
86,1,86,1
86,1,1295,1
86,2,74,1
86,2,444,1
86,2,1295,1
86,3,444,2
86,3,1295,1
180,0,0,6
180,0,12,2
180,0,432,1
180,0,444,1
180,1,180,32
180,1,182,1
180,1,192,5
180,1,612,2
180,2,180,36
180,2,182,5
180,2,186,7
180,2,192,33
180,2,194,2
180,2,198,1
180,2,612,7
180,2,614,2
180,2,624,3
180,3,180,12
180,3,185,28
180,3,192,4
180,3,612,2
180,3,1295,1
182,0,0,3
182,0,2,3
182,0,434,1
182,1,180,2
182,1,182,10
182,1,1295,2
182,2,180,5
182,2,182,1
182,2,186,5
182,2,192,4
182,2,198,2
182,2,1295,1
182,3,180,2
182,3,182,2
182,3,612,1
182,3,1295,3
185,0,5,6
185,0,17,4
185,1,185,31
185,1,197,2
185,2,180,27
185,2,192,17
185,2,612,1
185,2,624,2
185,3,185,37
185,3,197,2
186,0,6,3
186,0,8,1
186,1,186,10
186,1,188,1
186,1,198,2
186,2,1295,2
186,3,180,2
186,3,182,2
186,3,614,1
188,0,8,1
188,1,188,2
188,2,1295,1
188,3,614,1
188,3,1295,1
192,0,0,1
192,0,12,10
192,0,84,1
192,0,444,2
192,1,180,6
192,1,192,35
192,1,194,2
192,1,1295,1
192,2,180,1
192,2,192,1
192,2,624,1
192,2,1295,6
192,3,180,23
192,3,182,4
192,3,185,26
192,3,192,3
192,3,1295,1
194,0,12,1
194,0,14,1
194,1,1295,1
194,2,1295,1
194,3,624,1
194,3,1295,1
197,0,5,1
197,0,17,7
197,1,197,20
197,2,192,1
197,2,612,2
197,2,1295,3
197,3,185,1
197,3,197,18
198,0,6,1
198,2,834,1
198,3,182,1
198,3,614,2
200,2,402,1
330,0,1295,1
330,1,690,2
330,1,762,1
330,3,18,1
342,0,1295,1
342,2,343,1
342,2,693,1
343,0,1295,1
343,2,711,1
345,0,345,1
345,1,345,1
345,3,342,1
402,0,1295,1
432,0,432,14
432,0,1295,22
432,1,0,23
432,1,2,1
432,1,12,3
432,1,180,1
432,1,432,23
432,1,434,1
432,1,444,5
432,1,612,2
