state,action,next-state,count
0,0,0,210
0,0,2,12
0,0,12,14
0,0,14,3
0,0,432,52
0,0,1080,22
0,0,1295,3
0,1,0,163
0,1,2,9
0,1,12,20
0,1,14,2
0,1,72,20
0,1,84,1
0,1,180,8
0,2,0,243
0,2,2,1
0,2,6,19
0,2,12,52
0,2,18,3
0,2,72,12
0,2,84,9
0,2,432,9
0,2,444,5
0,2,446,1
0,3,0,87
0,3,2,6
0,3,5,110
0,3,72,1
0,3,74,1
0,3,432,12
0,3,434,1
2,0,0,6
2,0,2,36
2,0,14,7
2,0,432,1
2,0,434,2
2,0,1082,1
2,1,0,8
2,1,2,41
2,1,12,1
2,1,14,4
2,1,72,3
2,1,74,7
2,1,86,1
2,1,180,1
2,1,182,6
2,2,0,24
2,2,2,1
2,2,6,7
2,2,12,18
2,2,18,3
2,2,72,3
2,2,84,4
2,2,432,4
2,2,444,2
2,3,72,1
2,3,74,1
2,3,432,7
2,3,1295,15
5,0,5,137
5,0,17,27
5,0,1085,2
5,0,1097,1
5,1,5,164
5,1,17,12
5,1,185,9
5,2,0,205
5,2,12,40
5,2,72,9
5,2,84,4
5,2,432,23
5,2,444,14
5,3,5,176
5,3,17,3
6,0,6,27
6,0,8,7
6,0,18,3
6,0,20,8
6,0,1086,4
6,0,1098,4
6,1,6,17
6,1,18,1
6,1,186,5
6,2,1295,5
6,3,0,3
6,3,2,3
6,3,432,1
6,3,434,1
8,0,6,1
8,0,8,3
8,0,20,4
8,0,1088,1
8,1,6,5
8,1,8,2
8,1,20,1
8,2,1295,3
8,3,432,1
8,3,1295,1
12,0,0,11
12,0,2,5
12,0,12,59
12,0,14,8
12,0,432,3
12,0,444,20
12,0,446,1
12,0,1080,2
12,0,1082,1
12,0,1092,5
12,1,0,26
12,1,2,5
12,1,12,59
12,1,14,2
12,1,72,6
12,1,84,8
12,1,180,2
12,1,192,10
12,2,72,6
12,2,84,4
12,2,432,6
12,2,1295,25
12,3,0,21
12,3,2,6
12,3,5,27
12,3,74,1
12,3,432,4
14,0,2,15
14,0,12,1
14,0,14,15
14,0,434,1
14,0,1094,2
14,1,0,1
14,1,2,2
14,1,12,7
14,1,14,16
14,1,72,1
14,1,84,1
14,1,192,1
14,1,194,1
14,2,72,3
14,2,432,1
14,2,444,1
14,2,1295,8
14,3,74,1
14,3,432,10
14,3,434,1
14,3,1295,8
17,0,5,26
17,0,17,68
17,0,1097,4
17,1,5,7
17,1,17,70
17,1,185,2
17,1,197,1
17,2,72,2
17,2,432,37
17,2,444,10
17,2,1295,60
17,3,5,2
17,3,17,87
18,0,6,1
18,0,18,1
18,0,20,2
18,0,1098,1
18,1,6,1
18,1,18,3
18,1,186,1
18,2,330,4
18,2,342,2
18,2,690,2
18,2,702,1
18,2,762,2
18,3,0,2
18,3,2,1
18,3,432,1
20,0,8,2
20,0,18,1
20,0,20,10
20,1,6,1
20,1,8,1
20,1,18,1
20,1,20,11
20,2,330,3
20,2,342,3
20,2,690,8
20,2,702,4
20,2,774,2
20,3,432,2
20,3,1295,2
72,0,0,12
72,0,2,2
72,0,12,3
72,0,72,6
72,0,74,3
72,0,84,1
72,0,86,1
72,0,1080,1
72,0,1152,1
72,1,72,6
72,1,84,1
72,1,180,1
72,1,1295,10
72,2,0,9
72,2,2,9
72,2,14,4
72,2,434,2
72,2,1295,1
72,3,0,2
72,3,5,4
72,3,12,11
72,3,14,1
72,3,84,1
72,3,444,4
72,3,1295,1
74,0,2,3
74,0,74,4
74,0,86,1
74,0,1080,1
74,1,74,3
74,1,1295,4
74,2,0,1
74,2,2,3
74,2,14,1
74,3,444,4
74,3,1295,1
84,0,0,1
84,0,2,1
84,0,12,5
84,0,72,1
84,0,84,3
84,1,72,2
84,1,84,3
84,1,86,1
84,1,192,1
84,1,1295,7
84,2,432,1
84,2,434,6
84,2,1295,6
84,3,5,2
84,3,12,6
84,3,14,1
84,3,444,1
86,0,0,2
86,0,86,1
86,0,1094,1
86,1,1295,3
86,2,434,1
86,2,1295,2
86,3,1295,1
180,0,0,6
180,0,2,1
180,0,12,1
180,1,180,19
180,1,192,2
180,2,180,12
180,2,182,2
180,2,186,1
180,2,192,5
180,2,198,2
180,3,180,10
180,3,182,3
180,3,185,10
180,3,192,5
180,3,614,2
182,0,0,1
182,0,2,2
182,1,180,1
182,1,182,4
182,1,1295,1
182,2,180,3
182,2,186,1
182,2,192,1
182,3,180,1
182,3,626,1
182,3,1295,2
185,0,5,7
185,0,17,2
185,1,185,14
185,1,197,2
185,2,180,12
185,2,192,1
185,2,612,3
185,3,185,10
186,0,6,3
186,0,18,1
186,1,186,5
186,2,1295,1
186,3,180,2
186,3,612,1
192,0,0,1
192,0,12,3
192,0,84,1
192,0,432,1
192,1,180,1
192,1,192,10
192,1,194,1
192,1,1295,1
192,2,612,1
192,2,1295,5
192,3,180,5
192,3,182,1
192,3,185,6
192,3,192,1
192,3,194,1
194,0,86,1
194,1,194,1
194,2,192,1
194,3,1295,2
197,0,17,2
197,1,197,3
197,2,612,3
197,3,197,2
198,0,6,1
198,0,18,1
198,1,198,2
198,2,834,1
198,3,180,1
330,0,1295,2
330,1,330,1
330,1,402,1
330,1,690,1
330,1,702,1
330,1,774,4
330,2,1295,2
330,3,18,1
330,3,20,2
331,0,1295,1
333,1,765,1
333,3,691,1
342,0,1295,1
342,1,762,2
342,2,333,1
342,2,343,1
342,2,691,1
342,2,703,2
342,3,18,1
342,3,20,1
343,2,705,1
343,2,777,1
345,1,777,1
345,3,342,1
357,0,1295,1
402,1,402,1
402,3,198,1
432,0,432,19
432,0,1295,26
432,1,0,15
432,1,2,2
432,1,12,4
432,1,14,1
432,1,180,2
432,1,432,26
432,1,434,1
432,1,444,3
432,2,0,9
432,2,2,41
432,2,8,4
432,2,12,2
432,2,14,29
432,2,20,4
432,2,72,4
432,2,74,4
432,2,84,2
432,2,434,1
432,2,446,1
432,2,1295,4
432,3,0,1
432,3,5,2
432,3,12,2
432,3,14,3
432,3,17,27
432,3,432,1
432,3,1295,1
434,0,432,1
434,0,1295,2
434,1,2,4
434,1,432,1
434,1,434,3
434,1,446,1
434,2,0,2
434,2,8,1
434,2,12,1
434,2,20,2
434,3,84,1
434,3,86,1
434,3,1295,2
444,0,444,4
444,0,1295,10
444,1,0,4
444,1,12,10
444,1,192,1
444,1,432,6
444,1,444,11
444,2,72,2
444,2,74,1
444,2,86,2
444,2,434,2
444,2,446,2
444,2,1295,14
444,3,5,3
444,3,12,1
444,3,17,12
444,3,84,1
444,3,86,1
444,3,1295,3
446,0,1295,1
446,1,12,1
446,1,444,1
446,2,1295,1
446,3,84,1
446,3,432,1
612,0,1295,2
612,1,612,3
612,2,182,2
612,2,1295,1
612,3,194,1
612,3,197,2
612,3,614,1
614,0,1295,1
614,1,614,1
614,2,612,1
614,3,1295,1
626,0,1295,1
690,0,330,2
690,0,690,1
690,0,762,6
690,1,1295,1
690,2,1295,2
690,3,18,1
690,3,20,3
691,0,763,1
691,2,1295,1
693,1,1295,1
702,0,762,1
702,0,774,1
702,1,690,1
702,1,1295,1
702,2,705,3
702,3,20,2
703,0,343,1
703,0,775,1
703,1,1295,1
705,0,765,1
705,1,1295,1
705,2,357,1
705,3,690,1
705,3,703,1
762,0,330,4
762,0,1194,1
762,1,690,2
762,1,702,1
762,2,1295,1
762,3,18,1
762,3,198,1
763,0,331,1
765,1,693,1
765,3,342,1
774,0,342,3
774,1,702,2
774,2,345,1
774,3,18,1
775,2,333,1
777,1,705,1
777,2,345,1
834,0,330,1
1080,0,1080,19
1080,0,1295,1
1080,1,0,4
1080,1,2,2
1080,1,12,1
1080,1,72,2
1080,2,1080,21
1080,2,1086,6
1080,2,1092,1
1080,2,1098,3
1080,2,1152,5
1080,2,1295,4
1080,3,1080,13
1080,3,1082,2
1080,3,1085,6
1080,3,1092,1
1080,3,1097,1
1080,3,1295,2
1082,0,1082,1
1082,1,2,2
1082,2,1080,2
1082,3,1152,1
1085,0,1085,9
1085,0,1097,1
1085,1,5,4
1085,2,1080,5
1085,2,1152,1
1085,3,1085,7
1085,3,1097,1
1086,0,1086,4
1086,0,1098,1
1086,1,6,4
1086,1,8,2
1086,2,1295,1
