state,action,next-state,count
0,0,0,190
0,0,2,12
0,0,12,11
0,0,14,2
0,0,432,35
0,0,434,1
0,0,1080,14
0,0,1082,1
0,0,1092,1
0,0,1295,1
0,1,0,157
0,1,2,4
0,1,12,19
0,1,72,11
0,1,84,2
0,1,180,7
0,1,192,3
0,2,0,280
0,2,2,1
0,2,6,33
0,2,12,48
0,2,18,15
0,2,72,9
0,2,84,8
0,2,432,14
0,2,444,4
0,3,0,84
0,3,2,8
0,3,5,102
0,3,14,1
0,3,72,6
0,3,74,2
0,3,432,12
2,0,0,9
2,0,2,39
2,0,14,8
2,0,432,2
2,0,434,4
2,0,1080,2
2,0,1082,6
2,0,1092,1
2,1,0,12
2,1,2,34
2,1,12,2
2,1,14,1
2,1,72,2
2,1,74,9
2,1,180,1
2,1,182,2
2,2,0,14
2,2,6,4
2,2,12,10
2,2,18,1
2,2,72,3
2,2,84,1
2,3,72,2
2,3,74,3
2,3,432,9
2,3,1295,8
5,0,5,171
5,0,17,49
5,0,1085,2
5,1,5,218
5,1,17,11
5,1,185,8
5,2,0,222
5,2,12,48
5,2,72,9
5,2,84,7
5,2,432,25
5,2,444,8
5,3,5,223
5,3,17,9
6,0,6,49
6,0,8,7
6,0,18,15
6,0,20,9
6,0,1086,2
6,0,1098,2
6,0,1100,1
6,1,6,31
6,1,18,4
6,1,186,1
6,1,198,1
6,2,1295,7
6,3,0,5
6,3,2,3
6,3,432,1
6,3,434,1
8,0,8,5
8,0,20,3
8,0,1088,1
8,1,6,5
8,1,8,2
8,2,1295,3
8,3,72,1
8,3,432,1
8,3,1295,1
12,0,0,14
12,0,2,8
12,0,12,81
12,0,14,8
12,0,432,1
12,0,444,19
12,0,1080,5
12,0,1092,6
12,1,0,17
12,1,12,56
12,1,14,6
12,1,72,1
12,1,84,4
12,1,180,1
12,1,192,2
12,1,444,2
12,2,72,8
12,2,84,6
12,2,432,7
12,2,444,1
12,2,1295,35
12,3,0,12
12,3,2,4
12,3,5,22
12,3,12,1
12,3,74,1
12,3,432,1
14,0,0,1
14,0,2,4
14,0,12,4
14,0,14,14
14,0,446,1
14,0,1092,1
14,0,1094,1
14,1,0,1
14,1,2,3
14,1,12,4
14,1,14,7
14,1,74,1
14,1,86,2
14,2,72,1
14,2,432,1
14,2,1295,8
14,3,74,1
14,3,432,5
14,3,434,1
14,3,1295,6
17,0,5,29
17,0,17,81
17,0,1085,2
17,0,1097,2
17,1,5,27
17,1,17,89
17,1,185,1
17,1,197,3
17,2,72,1
17,2,432,35
17,2,444,20
17,2,1295,64
17,3,5,3
17,3,17,100
18,0,6,3
18,0,8,1
18,0,18,10
18,0,20,3
18,0,1086,1
18,0,1098,1
18,1,6,3
18,1,18,12
18,1,198,1
18,2,330,4
18,2,342,3
18,2,690,12
18,2,702,10
18,2,762,4
18,2,774,3
18,2,1295,2
18,3,0,2
18,3,2,1
18,3,434,3
20,0,6,1
20,0,8,1
20,0,18,1
20,0,20,5
20,0,1088,1
20,1,6,1
20,1,8,1
20,1,18,2
20,1,20,8
20,2,330,2
20,2,342,3
20,2,690,5
20,2,762,8
20,2,774,2
20,3,432,2
20,3,434,2
20,3,1295,1
72,0,0,12
72,0,2,1
72,0,72,7
72,0,84,2
72,0,1080,1
72,1,72,8
72,1,1295,9
72,2,0,6
72,2,2,10
72,2,12,1
72,2,14,2
72,2,72,1
72,2,432,1
72,2,1295,1
72,3,5,7
72,3,12,10
72,3,14,2
72,3,444,1
74,0,2,3
74,0,14,1
74,0,72,2
74,0,74,7
74,1,72,1
74,1,74,1
74,1,1295,4
74,2,0,1
74,2,2,10
74,2,14,1
74,2,434,1
74,3,1295,6
84,0,0,1
84,0,12,7
84,0,72,1
84,0,84,2
84,0,86,2
84,0,1080,1
84,0,1092,1
84,1,84,1
84,1,1295,6
84,2,72,2
84,2,434,3
84,2,446,1
84,2,1295,5
84,3,5,2
84,3,12,4
84,3,444,2
84,3,1295,1
86,0,2,1
86,0,14,1
86,0,86,1
86,1,84,1
86,1,86,2
86,1,1295,3
86,2,1295,2
86,3,444,2
86,3,1295,1
180,0,0,4
180,0,2,1
180,0,432,3
180,1,180,18
180,1,1295,1
180,2,180,12
180,2,182,1
180,2,192,4
180,2,624,1
180,2,1295,1
180,3,180,7
180,3,182,1
180,3,185,12
180,3,192,1
182,0,0,1
182,0,2,1
182,2,180,1
182,2,186,1
182,2,194,1
182,3,1295,1
185,0,5,6
185,0,17,1
185,1,185,11
185,1,197,1
185,2,180,9
185,2,192,4
185,2,612,2
185,2,624,2
185,3,185,14
186,0,6,1
186,2,1295,1
192,0,12,3
192,0,84,1
192,0,444,1
192,1,180,2
192,1,192,4
192,2,180,1
192,2,192,1
192,2,1295,1
192,3,180,3
192,3,185,3
194,2,1295,1
197,0,5,2
197,0,17,2
197,1,197,10
197,2,612,3
197,2,1295,2
197,3,197,8
198,0,6,1
198,1,198,1
198,3,614,1
330,0,1295,2
330,1,330,1
330,1,702,1
330,1,762,3
330,1,774,2
330,2,1295,2
330,3,18,3
330,3,20,2
331,0,1295,1
331,2,1295,1
333,0,1295,1
333,1,765,1
333,2,1295,1
333,3,342,1
342,0,342,1
342,0,1295,2
342,1,342,1
342,1,762,1
342,1,774,2
342,2,331,1
342,2,703,1
342,2,705,1
342,2,777,1
342,3,20,2
345,0,331,1
345,1,775,1
345,1,777,1
345,3,774,3
432,0,432,15
432,0,1295,18
432,1,0,15
432,1,2,2
432,1,12,1
432,1,180,4
432,1,432,20
432,1,444,7
432,1,612,3
432,1,624,1
432,2,0,8
432,2,2,35
432,2,6,3
432,2,8,2
432,2,12,1
432,2,14,10
432,2,18,1
432,2,20,2
432,2,72,1
432,2,74,5
432,2,84,2
432,2,86,3
432,2,434,3
432,2,444,1
432,2,1295,5
432,3,5,5
432,3,12,3
432,3,17,27
432,3,1295,3
434,0,434,1
434,0,1295,3
434,1,0,1
434,1,2,3
434,2,0,2
434,2,6,1
434,2,8,2
434,2,12,1
434,2,14,2
434,2,20,3
434,3,72,1
434,3,84,1
434,3,1295,1
444,0,432,1
444,0,444,6
444,0,1295,7
444,1,0,4
444,1,12,6
444,1,192,1
444,1,432,5
444,1,444,11
444,1,446,1
444,1,612,1
444,2,74,8
444,2,86,4
444,2,1295,13
444,3,5,1
444,3,12,1
444,3,17,16
444,3,84,1
446,0,446,1
446,1,434,1
446,3,72,1
446,3,84,1
612,0,432,2
612,1,612,2
612,2,182,2
612,3,185,1
612,3,197,5
614,0,434,1
624,0,432,1
624,0,1295,1
624,1,612,1
624,1,624,1
624,3,180,1
690,0,762,11
690,0,1122,1
690,0,1194,1
690,1,1295,2
690,2,1295,3
690,3,18,4
690,3,20,3
693,0,775,1
693,0,1209,1
693,1,1295,1
693,2,1295,1
693,3,703,1
693,3,774,1
702,0,762,1
702,0,774,3
702,0,1134,1
702,0,1206,1
702,1,1295,1
702,2,333,1
702,2,345,2
