Trial 0,Trial 1,Trial 2,Trial 3,Trial 4,Trial 5,Trial 6,Trial 7,Trial 8,Trial 9,Trial 10,Trial 11,Trial 12,Trial 13,Trial 14,Trial 15,Trial 16,Trial 17,Trial 18,Trial 19,Trial 20,Trial 21,Trial 22,Trial 23,Trial 24,Trial 25,Trial 26,Trial 27,Trial 28,Trial 29,Trial 30,Trial 31,Trial 32,Trial 33,Trial 34,Trial 35,Trial 36,Trial 37,Trial 38,Trial 39,Trial 40,Trial 41,Trial 42,Trial 43,Trial 44,Trial 45,Trial 46,Trial 47,Trial 48,Trial 49,Trial 50,Trial 51,Trial 52,Trial 53,Trial 54,Trial 55,Trial 56,Trial 57,Trial 58,Trial 59,Trial 60,Trial 61,Trial 62,Trial 63,Trial 64,Trial 65,Trial 66,Trial 67,Trial 68,Trial 69,Trial 70,Trial 71,Trial 72,Trial 73,Trial 74,Trial 75,Trial 76,Trial 77,Trial 78,Trial 79,Trial 80,Trial 81,Trial 82,Trial 83,Trial 84,Trial 85,Trial 86,Trial 87,Trial 88,Trial 89,Trial 90,Trial 91,Trial 92,Trial 93,Trial 94,Trial 95,Trial 96,Trial 97,Trial 98,Trial 99
5000.0,4550.3024,4413.493328,4097.17883790063,4075.033004642299,4133.9321338654745,3885.28320203,4125.593797039812,3802.1030783329197,3793.230694567047,3666.470278338504,3698.0919491291183,3734.5396318341486,3767.019290331997,3819.7665534919956,3753.6120204106583,3774.9930571357536,3718.4665112587645,3638.7326391507445,3597.5248949700513,3523.585885249494,3534.9429711360885,3563.505208377523,3348.4521882615463,3195.8176323728726,3364.5518372020874,3495.9533861724626,3439.565176894069,3557.5315653819803,3447.4052810265457,3362.624500258293,3205.6788124737004,3163.6831625440186,3363.2101269193054,3434.5568230849335,3470.1491009022775,3470.1491009022775,3293.7146154204984,3308.6965961873075,3422.791142240737,3265.5723574242065,3177.7706895020724,3098.720873037442,2974.3435963271904,2997.460316919717,2959.6293274201635,2960.1655930449274,2970.1250568327387,2995.9037733096393,3036.429067019725,3004.772186847875,2996.338235220081,2972.0561728980124,2870.871117716456,2816.43490895776,2828.7430747476806,2887.4967952431502,2878.177733922262,2758.6633850410053,2683.8780805341125,2767.9120175786848,2804.419015981014,2847.7505174218527,2847.7505174218527,2569.943079713487,2569.943079713487,2475.109350986768,2593.127042282246,2585.8557606653376,2302.544003859001,2363.280954458276,2539.248956471162,2544.3168413519147,2257.943062348784,2233.378833778819,2558.787686649673,2638.4453367798396,2490.839500905347,2608.422918955455,2794.8643558776994,2512.726686581081,2457.2623180278165,2478.054366801296,2298.7945297078872,2140.980751079,2006.7870846165627,1946.2834720780659,1991.7334113937459,2104.750751231809,1904.7501886042126,1801.2316267304539,1743.9897474290797,1763.8463499798831,2382.523718809379,2454.3883752582137,2457.017895963978,2347.096540364076,2239.596785350793,2259.1532271810197,2213.4400546880274
5000.0,4562.49173,4435.661075,4289.759839633271,4075.033004642299,4133.9321338654745,3885.28320203,4125.593797039812,4092.100946685692,3752.5105072473807,3666.470278338504,3698.0919491291183,4089.3031777231627,3767.019290331997,3742.4742631114264,3753.6120204106583,3774.9930571357536,3671.5642335481643,3586.3622559925066,3591.4443334899256,3523.585885249494,3564.051757761784,3563.505208377523,3318.726732626798,3195.8176323728726,3845.032361129175,3495.9533861724626,3439.565176894069,3825.6138717309295,3635.8658971564064,3362.624500258293,3506.222682732774,3474.974007049996,3340.198350648564,3434.5568230849335,3470.1491009022775,3470.1491009022775,3186.737367725034,3221.9205846507057,3422.791142240737,3265.5723574242065,3304.3334789078804,3098.720873037442,2974.3435963271904,2997.460316919717,2988.96413470813,2960.1655930449274,3366.499922277687,3396.726790839712,3036.429067019725,3004.772186847875,3279.4807446322543,3154.3921149074704,3130.9200593850132,2816.43490895776,3036.5735928685385,3361.7653441473108,2878.177733922262,3038.329157222572,2789.3100407607735,3099.361251858076,3211.780013614574,2793.562066531038,2759.4085041412554,2469.6609042692644,2435.7481080692132,2539.584807651655,3268.5374965657234,2747.4454686614813,2302.544003859001,2363.280954458276,2970.194241725784,2624.3933683250425,2310.0579491830467,2158.32420164246,2481.724056050183,2558.9919766764447,2415.814315878187,2529.870231386791,2710.7184252013685,2437.044885983649,2383.244448486982,2403.4127357972575,2273.291324066809,2140.980751079,2006.7870846165627,1916.8644542560571,2176.529214241561,2192.884347941559,1853.1274751750366,1801.2316267304539,1763.8463499798831,1763.8463499798831,3500.1666415769423,3262.8717031822484,2783.5990932397262,2525.9853044504657,2299.538403205903,2599.983156215965,2458.0149196368757
5000.0,4562.49173,4302.29124275,4289.759839633271,4311.95088774329,4133.9321338654745,3900.1033992966386,4125.593797039812,3969.0379182851216,4064.996374260918,3666.470278338504,3698.0919491291183,4089.3031777231627,3767.019290331997,3959.028428396405,3696.1660899544904,3774.9930571357536,3959.028428396405,3850.1829947666124,3856.26518444653,3523.585885249494,3519.813980927489,3563.505208377523,3529.406641871911,3195.8176323728726,3845.032361129175,3495.9533861724626,3439.565176894069,3557.5315653819803,3635.8658971564064,3362.624500258293,3205.6788124737004,3152.521195684312,3542.8989775959203,3434.5568230849335,3470.1491009022775,3366.3641094424074,3264.581988632167,3221.9205846507057,3422.791142240737,3265.5723574242065,3177.7706895020724,3098.720873037442,2974.3435963271904,2931.0310665603015,3295.988508698501,2944.9572540253757,3366.499922277687,2995.9037733096393,3066.4474199828996,3004.772186847875,3279.4807446322543,3107.9576553890583,3130.9200593850132,2828.305995614291,2986.7563131986367,3260.6123838228914,2813.3599376968737,2946.879282505895,2683.8780805341125,3099.361251858076,2829.973914862645,2709.455204535107,2838.0857109109575,2469.6609042692644,2435.7481080692132,2539.584807651655,3268.5374965657234,2747.4454686614813,2304.9003344173307,2323.652451638013,2880.7884144740106,2545.3615672752912,2203.9757899235715,2204.6630296195804,2406.972334368678,2481.9222173761514,2343.039886401841,2453.6741244451873,2629.0968724453273,2363.6335394041394,2311.4471150323725,2331.01035372334,2298.7945297078872,2069.1619429036728,1953.1142284606415,1916.8644542560571,2110.933337814314,2126.797817503312,1853.1274751750366,1801.2316267304539,1951.747855467191,1763.8463499798831,3394.861642329634,3164.685552086781,2699.7911204425345,2449.9057453169517,2230.252251109726,2521.6836615294865,2383.9744720477693
5000.0,4461.123247699999,4276.67376884756,4289.759839633271,4182.292361110991,4133.9321338654745,3900.1033992966386,4125.593797039812,3969.0379182851216,4028.8231757257076,3666.470278338504,3692.4762223756366,4089.3031777231627,3767.019290331997,3742.4742631114264,3959.028428396405,3774.9930571357536,3959.028428396405,3850.1829947666124,3856.26518444653,3476.084971481192,3519.813980927489,3563.505208377523,3296.5563250884984,3195.8176323728726,3393.0450235463386,3462.783851302819,3498.0632558561397,3522.8878411347373,3634.2461927816307,3303.2779537205165,3205.6788124737004,3474.974007049996,3436.3120082680425,3434.5568230849335,3470.1491009022775,3472.4434770770854,3264.581988632167,3221.9205846507057,3265.5723574242065,3265.5723574242065,3116.3095219565785,3008.087831108404,2974.3435963271904,3085.588313764814,3295.988508698501,3136.5411063967,3366.499922277687,2995.9037733096393,3486.1002706262666,3004.772186847875,2982.5965657047655,3059.4603514602463,3036.692457603463,3174.4502197920706,2945.1763850824823,3260.6123838228914,2959.0204590788526,2946.879282505895,2631.5283673792874,3006.0804143023333,3115.1266132061364,2709.455204535107,2697.5690948448373,2469.6609042692644,2435.7481080692132,2539.584807651655,3268.5374965657234,2664.722104601637,2490.8738732020342,2480.206605619333,2794.0647620397904,2545.3615672752912,2272.3621560817605,2125.7116551771705,2406.972334368678,2407.164550854867,2272.448689809786,2453.6741244451873,2549.9239662719674,2292.4245332220153,2241.8037015814016,2298.7945297078872,2298.7945297078872,2104.467797329225,1953.1142284606415,1916.8644542560571,2047.3053376798848,2062.693882978213,1853.1274751750366,1801.2316267304539,1951.747855467191,1763.8463499798831,3292.715793059745,3069.444985524178,2618.4973868292586,2376.1085729574434,2163.044683576434,2445.733151683602,2312.155237886336
5000.0,4435.661075,4413.493328,4849.7,4078.248419205825,3979.1317904172674,3900.1033992966386,4125.593797039812,3969.0379182851216,4028.8231757257076,3666.470278338504,4089.3031777231627,3966.3240823914675,3767.019290331997,3742.4742631114264,3959.028428396405,3711.132815662057,3671.5642335481643,3586.3622559925066,3856.26518444653,3627.76891204574,3500.5202471543744,3563.505208377523,3260.229220867365,3195.8176323728726,3845.032361129175,3762.6536332670194,4039.5097482603383,3825.6138717309295,3634.2461927816307,3450.003753544505,3205.6788124737004,3370.4247868384964,3332.9226480200014,3434.5568230849335,3470.1491009022775,3366.3641094424074,3221.9205846507057,3221.9205846507057,3185.238418919216,3349.2240747544674,3304.3334789078804,3042.2023105203257,2974.3435963271904,2992.7206643518693,3295.988508698501,3136.5411063967,3366.499922277687,3013.9488748434696,3087.4602670571217,3004.772186847875,3180.7963222932867,3016.6702221863225,3036.692457603463,3174.4502197920706,2945.1763850824823,3218.151273428028,2813.3599376968737,2858.172904030718,2705.33073953795,2915.5980018732635,3021.3728148099526,2709.455204535107,2752.643139583629,2435.7481080692132,2435.7481080692132,2539.584807651655,3170.1813716687516,2664.722104601637,2490.8738732020342,2323.652451638013,2709.942819178597,2468.7007202570326,2240.4562107075553,2158.32420164246,2334.4631643376174,2334.6496143292206,2899.8330828668504,2379.763900711832,2813.0175548958587,2533.5694000286767,2443.061169277947,2519.692972428237,2211.678449867896,2069.1619429036728,1946.2834720780659,1916.8644542560571,2047.3053376798848,2062.693882978213,1853.1274751750366,1801.2316267304539,1892.8954198031752,2012.0957496602698,3193.634319267953,2977.0616359584524,2539.642465224381,2304.5253157687202,2097.8533430691414,2372.0611571330937,2312.155237886336
5000.0,4435.661075,4276.67376884756,4849.7,4056.5235902776612,4021.0344322645756,3900.1033992966386,4125.593797039812,3802.1030783329197,4028.8231757257076,3655.698352399919,3692.4762223756366,3966.3240823914675,3707.521005478094,3742.4742631114264,3696.1660899544904,3959.028428396405,3671.5642335481643,3549.70298778174,3740.277228913134,3627.76891204574,3500.5202471543744,3437.0034318387134,3529.406641871911,3195.8176323728726,3845.032361129175,3462.783851302819,4039.5097482603383,3710.5454555790016,3634.2461927816307,3303.2779537205165,3205.6788124737004,3370.4247868384964,3321.87689139248,3434.5568230849335,3470.1491009022775,3293.7146154204984,3221.9205846507057,3221.9205846507057,3185.238418919216,5000.0,3304.3334789078804,3042.2023105203257,2945.035154949222,2992.7206643518693,2988.96413470813,3136.5411063967,3265.2049246093566,3396.726790839712,3381.2172625074786,3015.969191670532,3180.7963222932867,3014.4189257273865,3036.692457603463,3174.4502197920706,2856.521093530008,3218.151273428028,2767.9874803391017,2789.3100407607735,2693.3031128422663,2827.8300618170656,2930.431630365654,2709.455204535107,2669.76384539612,2435.7481080692132,2362.375664827137,2539.584807651655,3170.1813716687516,2584.480441463588,2490.8738732020342,2281.4603518887543,3015.926458587534,2394.3396986493217,2240.4562107075553,2158.32420164246,2857.036996736332,2750.1122262429385,4849.7,2674.96909912737,3738.645809737363,3441.378617678762,3237.4021413739474,2840.991532760126,2229.5306938166505,2069.1619429036728,2036.9796086429926,1890.7209083781213,2085.7533260036016,2339.204503233908,1834.042910089425,1751.649244237126,1892.8954198031752,2793.6711316078554,3351.3782340943335,3112.565362533454,2745.403069973478,2638.980849238947,2473.14915853742,2635.442343871207,2242.490580749746
5000.0,4435.661075,4300.044332899999,4728.281648,4056.5235902776612,3979.1317904172674,3925.9786819061374,3947.6299020425254,3802.1030783329197,4028.8231757257076,4025.0569496916164,3692.4762223756366,3966.3240823914675,3966.3240823914675,3742.4742631114264,3696.1660899544904,3711.132815662057,3671.5642335481643,3850.1829947666124,3740.277228913134,3627.76891204574,3500.5202471543744,3492.036244349804,3234.800247912571,3195.8176323728726,3845.032361129175,3174.4263032093886,3918.0244558125282,3710.5454555790016,3634.2461927816307,3303.2779537205165,3205.6788124737004,3370.4247868384964,3321.87689139248,3434.5568230849335,3470.1491009022775,3367.970172764773,3186.737367725034,4112.274128977719,3185.238418919216,3051.0873970521725,3116.3095219565785,3042.2023105203257,3197.3875463710697,3013.2504501181406,2988.96413470813,3108.9870701872737,3265.2049246093566,3304.373608217095,3381.2172625074786,3381.2172625074786,3119.9276631591515,3185.790161230564,2945.291683875359,3078.9167131983086,3117.1675206827977,3218.151273428028,2959.0204590788526,2789.3100407607735,2693.3031128422663,2742.6951599625536,2842.218681454685,2709.455204535107,2589.370930034236,2476.809121794172,2334.041743177518,2463.0972634221052,3170.1813716687516,2584.480441463588,2490.8738732020342,2451.661246350492,4009.2866209107383,2419.9585725049074,2240.4562107075553,2158.32420164246,4394.2051787,4009.5991530596652,4703.909,3738.645809737363,3694.217241297471,3337.8372591483994,3222.0139673875537,2940.164059291547,2229.5306938166505,2069.1619429036728,2019.2691725935788,2034.1325570328936,2345.4459331068592,2864.3062051319844,1834.042910089425,1813.7450798193906,1892.8954198031752,2709.5609976596197,4009.515497365049,3696.198336450597,3477.1620147663666,3686.1064235363606,3610.0824586568533,3503.5538809692594,2174.9158633272536
5000.0,4435.661075,4300.044332899999,4289.759839633271,3958.016948942564,3979.1317904172674,4849.7,3900.1033992966386,3771.458750485931,4028.8231757257076,3913.7188253188037,3688.5452136481995,4676.9104607,3959.028428396405,3742.4742631114264,3774.9930571357536,3711.132815662057,3638.7326391507445,3850.1829947666124,3740.277228913134,3627.76891204574,3593.317776713807,3492.036244349804,3529.406641871911,3195.8176323728726,3845.032361129175,3462.783851302819,3918.0244558125282,3634.2461927816307,3524.918806998182,3303.2779537205165,3205.6788124737004,3384.3819870967873,3472.4434770770854,3434.5568230849335,3470.1491009022775,3367.970172764773,3186.737367725034,4340.407014630469,3185.238418919216,3265.5723574242065,3073.286704674733,3042.2023105203257,2945.035154949222,3512.131228814499,2988.96413470813,3108.9870701872737,3166.948776871076,3433.2031652936903,3381.2172625074786,3279.4807446322543,3137.6008410649874,3185.790161230564,2888.206128383122,3078.9167131983086,3641.446069676186,3075.63748562208,2736.2267601886615,2789.3100407607735,2612.204019456998,2665.070351621579,2842.218681454685,2709.455204535107,2589.370930034236,3146.783942741494,2294.578757192539,2463.0972634221052,3170.1813716687516,2522.897388250004,2415.8476570059734,2888.106515424679,2370.139979836355,2796.801290932955,2240.4562107075553,2266.319249968711,4336.0732207155415,4009.5991530596652,4703.909,3414.375956319858,3626.186435445242,3263.249440504699,3237.4021413739474,2851.6591375128005,2211.678449867896,2066.592831034191,2019.2691725935788,1972.808580321907,2292.4333501438496,2292.4333501438496,1778.7216227867423,2376.426699736253,1835.80855720908,2627.974167729831,4009.515497365049,3585.012386357079,3477.1620147663666,3575.2232308302696,3610.0824586568533,3398.147264540182,2392.0235999399697
4849.7,4435.661075,4276.67376884756,4289.759839633271,3955.6009666296504,3979.1317904172674,4692.95213,4039.191379507647,3969.0379182851216,4028.8231757257076,3913.7188253188037,4089.3031777231627,4399.8874783751,3959.028428396405,3742.4742631114264,4399.91405247263,3785.4697651310503,3913.8055093275852,3524.041500034203,3740.277228913134,4034.6115873417075,4744.49,3492.036244349804,3234.800247912571,3195.8176323728726,3845.032361129175,3296.7934591298067,3918.0244558125282,3635.8658971564064,3458.772219996602,3243.495581061378,3190.3552930694395,4061.9184356701435,4573.4486,3434.5568230849335,3470.1491009022775,3367.970172764773,3186.737367725034,3776.1630171498864,3185.238418919216,3265.5723574242065,3204.903474540644,3003.5971181979185,3049.236684856469,3853.843155602993,2988.96413470813,3108.9870701872737,3166.948776871076,3433.2031652936903,3381.2172625074786,3279.4807446322543,3894.1115724847027,3014.4189257273865,2888.206128383122,3078.9167131983086,2924.430664260912,3502.646239935456,3020.145780861175,2789.3100407607735,2612.204019456998,2665.070351621579,2957.6822443826463,2819.2176786998543,2589.370930034236,3146.783942741494,2291.204394882323,2584.642604953995,3045.3948851500454,2506.6460282196804,2415.8476570059734,2370.139979836355,2539.248956471162,3442.495369717847,2174.308226303437,2212.3894611379787,4262.079023339,3764.51256574122,4562.49173,2349.995093616119,3732.866088898669,3240.7878689070317,2443.061169277947,2765.8093633874164,2211.678449867896,2014.5212870028245,1975.570220383703,1972.808580321907,2085.7533260036016,2623.6713481312286,1778.7216227867423,2024.6152492325962,1780.4343004928076,2548.834942697936,3888.930032444098,3585.012386357079,3661.7916634806484,3722.043771811189,3501.479984897148,3321.7391966815276,3196.725761205857
5000.0,4435.661075,4276.67376884756,4289.759839633271,3934.5278825693313,3870.771550003523,4809.119,4849.7,3771.458750485931,4025.0569496916164,3913.7188253188037,3758.1825340698497,4676.9104607,3959.028428396405,3742.4742631114264,3774.9930571357536,4399.91405247263,3850.1829947666124,3850.1829947666124,3740.277228913134,3716.435438346807,5000.0,4026.2034911878445,3218.864930647994,3195.8176323728726,3845.032361129175,3981.4631366045733,3918.0244558125282,4136.724195623201,3458.772219996602,3450.003753544505,3506.222682732774,3384.3819870967873,4573.4486,3470.1491009022775,3470.1491009022775,3367.970172764773,3186.737367725034,3951.094624318226,3089.3812663516396,3265.5723574242065,3204.903474540644,2950.636241204716,3659.3039866370864,2992.7206643518693,2988.96413470813,3108.9870701872737,3166.948776871076,2985.214900391099,3236.5564878110063,3695.9206727169008,2907.027342133283,3185.790161230564,2888.206128383122,3078.9167131983086,3023.3524950623137,5000.0,3515.301701873993,2702.102826748259,3099.361251858076,3211.780013614574,3300.0633135674175,3418.1445760195543,2589.370930034236,2859.2098278162557,2291.204394882323,3256.567028079079,2953.7330385955443,2506.6460282196804,2265.409101483744,2525.2578696486844,2591.4744133484473,4419.845671736519,2174.308226303437,2212.3894611379787,4262.079023339,3687.5323025185703,4562.49173,2881.612738018247,4425.3169781,3240.7878689070317,2583.941396665529,2805.710325565831,2211.678449867896,2041.0337634093482,1958.3910974157714,1972.808580321907,2078.684332741361,2292.4333501438496,1778.7216227867423,2182.1738181480914,2454.0244424939656,2911.782995043008,3818.807224075929,3146.449098089829,4495.981790558127,4511.852804300001,3612.2204958445973,3295.9028466039763,3124.8334101576493
